,Region,Country,City,Month,Day,Year,Celsius,ds
1303926,South/Central America & Carribean,Brazil,Sao Paulo,3,5,2002,25.0,2002-03-05
1303927,South/Central America & Carribean,Brazil,Sao Paulo,3,6,2002,27.0,2002-03-06
1303928,South/Central America & Carribean,Brazil,Sao Paulo,3,7,2002,27.0,2002-03-07
1303929,South/Central America & Carribean,Brazil,Sao Paulo,3,8,2002,26.0,2002-03-08
1303930,South/Central America & Carribean,Brazil,Sao Paulo,3,9,2002,25.0,2002-03-09
1303931,South/Central America & Carribean,Brazil,Sao Paulo,3,10,2002,26.0,2002-03-10
1303932,South/Central America & Carribean,Brazil,Sao Paulo,3,11,2002,26.0,2002-03-11
1303933,South/Central America & Carribean,Brazil,Sao Paulo,3,12,2002,28.0,2002-03-12
1303934,South/Central America & Carribean,Brazil,Sao Paulo,3,13,2002,28.0,2002-03-13
1303935,South/Central America & Carribean,Brazil,Sao Paulo,3,14,2002,26.0,2002-03-14
1303936,South/Central America & Carribean,Brazil,Sao Paulo,3,15,2002,26.0,2002-03-15
1303937,South/Central America & Carribean,Brazil,Sao Paulo,3,16,2002,25.0,2002-03-16
1303938,South/Central America & Carribean,Brazil,Sao Paulo,3,17,2002,26.0,2002-03-17
1303939,South/Central America & Carribean,Brazil,Sao Paulo,3,18,2002,26.0,2002-03-18
1303940,South/Central America & Carribean,Brazil,Sao Paulo,3,19,2002,26.0,2002-03-19
1303941,South/Central America & Carribean,Brazil,Sao Paulo,3,20,2002,27.0,2002-03-20
1303942,South/Central America & Carribean,Brazil,Sao Paulo,3,21,2002,22.0,2002-03-21
1303943,South/Central America & Carribean,Brazil,Sao Paulo,3,22,2002,21.0,2002-03-22
1303944,South/Central America & Carribean,Brazil,Sao Paulo,3,23,2002,21.0,2002-03-23
1303945,South/Central America & Carribean,Brazil,Sao Paulo,3,24,2002,21.0,2002-03-24
1303946,South/Central America & Carribean,Brazil,Sao Paulo,3,25,2002,22.0,2002-03-25
1303947,South/Central America & Carribean,Brazil,Sao Paulo,3,26,2002,23.0,2002-03-26
1303948,South/Central America & Carribean,Brazil,Sao Paulo,3,27,2002,22.0,2002-03-27
1303949,South/Central America & Carribean,Brazil,Sao Paulo,3,28,2002,23.0,2002-03-28
1303950,South/Central America & Carribean,Brazil,Sao Paulo,3,29,2002,24.0,2002-03-29
1303951,South/Central America & Carribean,Brazil,Sao Paulo,3,30,2002,26.0,2002-03-30
1303952,South/Central America & Carribean,Brazil,Sao Paulo,3,31,2002,26.0,2002-03-31
1303953,South/Central America & Carribean,Brazil,Sao Paulo,4,1,2002,26.0,2002-04-01
1303954,South/Central America & Carribean,Brazil,Sao Paulo,4,2,2002,24.0,2002-04-02
1303955,South/Central America & Carribean,Brazil,Sao Paulo,4,3,2002,23.0,2002-04-03
1303956,South/Central America & Carribean,Brazil,Sao Paulo,4,4,2002,21.0,2002-04-04
1303957,South/Central America & Carribean,Brazil,Sao Paulo,4,5,2002,22.0,2002-04-05
1303958,South/Central America & Carribean,Brazil,Sao Paulo,4,6,2002,21.0,2002-04-06
1303959,South/Central America & Carribean,Brazil,Sao Paulo,4,7,2002,20.0,2002-04-07
1303960,South/Central America & Carribean,Brazil,Sao Paulo,4,8,2002,20.0,2002-04-08
1303961,South/Central America & Carribean,Brazil,Sao Paulo,4,9,2002,20.0,2002-04-09
1303962,South/Central America & Carribean,Brazil,Sao Paulo,4,10,2002,21.0,2002-04-10
1303963,South/Central America & Carribean,Brazil,Sao Paulo,4,11,2002,24.0,2002-04-11
1303964,South/Central America & Carribean,Brazil,Sao Paulo,4,12,2002,24.0,2002-04-12
1303965,South/Central America & Carribean,Brazil,Sao Paulo,4,13,2002,22.0,2002-04-13
1303966,South/Central America & Carribean,Brazil,Sao Paulo,4,14,2002,22.0,2002-04-14
1303967,South/Central America & Carribean,Brazil,Sao Paulo,4,15,2002,22.0,2002-04-15
1303968,South/Central America & Carribean,Brazil,Sao Paulo,4,16,2002,22.0,2002-04-16
1303969,South/Central America & Carribean,Brazil,Sao Paulo,4,17,2002,24.0,2002-04-17
1303970,South/Central America & Carribean,Brazil,Sao Paulo,4,18,2002,24.0,2002-04-18
1303971,South/Central America & Carribean,Brazil,Sao Paulo,4,19,2002,23.0,2002-04-19
1303972,South/Central America & Carribean,Brazil,Sao Paulo,4,20,2002,24.0,2002-04-20
1303973,South/Central America & Carribean,Brazil,Sao Paulo,4,21,2002,22.0,2002-04-21
1303974,South/Central America & Carribean,Brazil,Sao Paulo,4,22,2002,21.0,2002-04-22
1303975,South/Central America & Carribean,Brazil,Sao Paulo,4,23,2002,23.0,2002-04-23
1303976,South/Central America & Carribean,Brazil,Sao Paulo,4,24,2002,24.0,2002-04-24
1303977,South/Central America & Carribean,Brazil,Sao Paulo,4,25,2002,25.0,2002-04-25
1303978,South/Central America & Carribean,Brazil,Sao Paulo,4,26,2002,24.0,2002-04-26
1303979,South/Central America & Carribean,Brazil,Sao Paulo,4,27,2002,22.0,2002-04-27
1303980,South/Central America & Carribean,Brazil,Sao Paulo,4,28,2002,19.0,2002-04-28
1303981,South/Central America & Carribean,Brazil,Sao Paulo,4,29,2002,23.0,2002-04-29
1303982,South/Central America & Carribean,Brazil,Sao Paulo,4,30,2002,25.0,2002-04-30
1303983,South/Central America & Carribean,Brazil,Sao Paulo,5,1,2002,20.0,2002-05-01
1303984,South/Central America & Carribean,Brazil,Sao Paulo,5,2,2002,21.0,2002-05-02
1303985,South/Central America & Carribean,Brazil,Sao Paulo,5,3,2002,21.0,2002-05-03
1303986,South/Central America & Carribean,Brazil,Sao Paulo,5,4,2002,21.0,2002-05-04
1303987,South/Central America & Carribean,Brazil,Sao Paulo,5,5,2002,20.0,2002-05-05
1303988,South/Central America & Carribean,Brazil,Sao Paulo,5,6,2002,21.0,2002-05-06
1303989,South/Central America & Carribean,Brazil,Sao Paulo,5,7,2002,20.0,2002-05-07
1303990,South/Central America & Carribean,Brazil,Sao Paulo,5,8,2002,21.0,2002-05-08
1303991,South/Central America & Carribean,Brazil,Sao Paulo,5,9,2002,19.0,2002-05-09
1303992,South/Central America & Carribean,Brazil,Sao Paulo,5,10,2002,19.0,2002-05-10
1303993,South/Central America & Carribean,Brazil,Sao Paulo,5,11,2002,21.0,2002-05-11
1303994,South/Central America & Carribean,Brazil,Sao Paulo,5,12,2002,21.0,2002-05-12
1303995,South/Central America & Carribean,Brazil,Sao Paulo,5,13,2002,21.0,2002-05-13
1303996,South/Central America & Carribean,Brazil,Sao Paulo,5,14,2002,22.0,2002-05-14
1303997,South/Central America & Carribean,Brazil,Sao Paulo,5,15,2002,23.0,2002-05-15
1303998,South/Central America & Carribean,Brazil,Sao Paulo,5,16,2002,21.0,2002-05-16
1303999,South/Central America & Carribean,Brazil,Sao Paulo,5,17,2002,20.0,2002-05-17
1304000,South/Central America & Carribean,Brazil,Sao Paulo,5,18,2002,20.0,2002-05-18
1304001,South/Central America & Carribean,Brazil,Sao Paulo,5,19,2002,18.0,2002-05-19
1304002,South/Central America & Carribean,Brazil,Sao Paulo,5,20,2002,19.0,2002-05-20
1304003,South/Central America & Carribean,Brazil,Sao Paulo,5,21,2002,19.0,2002-05-21
1304004,South/Central America & Carribean,Brazil,Sao Paulo,5,22,2002,16.0,2002-05-22
1304005,South/Central America & Carribean,Brazil,Sao Paulo,5,23,2002,16.0,2002-05-23
1304006,South/Central America & Carribean,Brazil,Sao Paulo,5,24,2002,15.0,2002-05-24
1304007,South/Central America & Carribean,Brazil,Sao Paulo,5,25,2002,15.0,2002-05-25
1304008,South/Central America & Carribean,Brazil,Sao Paulo,5,26,2002,15.0,2002-05-26
1304009,South/Central America & Carribean,Brazil,Sao Paulo,5,27,2002,16.0,2002-05-27
1304010,South/Central America & Carribean,Brazil,Sao Paulo,5,28,2002,17.0,2002-05-28
1304011,South/Central America & Carribean,Brazil,Sao Paulo,5,29,2002,19.0,2002-05-29
1304012,South/Central America & Carribean,Brazil,Sao Paulo,5,30,2002,19.0,2002-05-30
1304013,South/Central America & Carribean,Brazil,Sao Paulo,5,31,2002,19.0,2002-05-31
1304014,South/Central America & Carribean,Brazil,Sao Paulo,6,1,2002,18.0,2002-06-01
1304015,South/Central America & Carribean,Brazil,Sao Paulo,6,2,2002,20.0,2002-06-02
1304016,South/Central America & Carribean,Brazil,Sao Paulo,6,3,2002,21.0,2002-06-03
1304017,South/Central America & Carribean,Brazil,Sao Paulo,6,4,2002,20.0,2002-06-04
1304018,South/Central America & Carribean,Brazil,Sao Paulo,6,5,2002,21.0,2002-06-05
1304019,South/Central America & Carribean,Brazil,Sao Paulo,6,6,2002,21.0,2002-06-06
1304020,South/Central America & Carribean,Brazil,Sao Paulo,6,7,2002,21.0,2002-06-07
1304021,South/Central America & Carribean,Brazil,Sao Paulo,6,8,2002,22.0,2002-06-08
1304022,South/Central America & Carribean,Brazil,Sao Paulo,6,9,2002,21.0,2002-06-09
1304023,South/Central America & Carribean,Brazil,Sao Paulo,6,10,2002,22.0,2002-06-10
1304024,South/Central America & Carribean,Brazil,Sao Paulo,6,11,2002,21.0,2002-06-11
1304025,South/Central America & Carribean,Brazil,Sao Paulo,6,12,2002,21.0,2002-06-12
1304026,South/Central America & Carribean,Brazil,Sao Paulo,6,13,2002,21.0,2002-06-13
1304027,South/Central America & Carribean,Brazil,Sao Paulo,6,14,2002,21.0,2002-06-14
1304028,South/Central America & Carribean,Brazil,Sao Paulo,6,15,2002,17.0,2002-06-15
1304029,South/Central America & Carribean,Brazil,Sao Paulo,6,16,2002,17.0,2002-06-16
1304030,South/Central America & Carribean,Brazil,Sao Paulo,6,17,2002,20.0,2002-06-17
1304035,South/Central America & Carribean,Brazil,Sao Paulo,6,22,2002,16.0,2002-06-22
1304036,South/Central America & Carribean,Brazil,Sao Paulo,6,23,2002,14.0,2002-06-23
1304037,South/Central America & Carribean,Brazil,Sao Paulo,6,24,2002,16.0,2002-06-24
1304038,South/Central America & Carribean,Brazil,Sao Paulo,6,25,2002,14.0,2002-06-25
1304039,South/Central America & Carribean,Brazil,Sao Paulo,6,26,2002,14.0,2002-06-26
1304040,South/Central America & Carribean,Brazil,Sao Paulo,6,27,2002,16.0,2002-06-27
1304041,South/Central America & Carribean,Brazil,Sao Paulo,6,28,2002,18.0,2002-06-28
1304042,South/Central America & Carribean,Brazil,Sao Paulo,6,29,2002,20.0,2002-06-29
1304043,South/Central America & Carribean,Brazil,Sao Paulo,6,30,2002,20.0,2002-06-30
1304044,South/Central America & Carribean,Brazil,Sao Paulo,7,1,2002,19.0,2002-07-01
1304045,South/Central America & Carribean,Brazil,Sao Paulo,7,2,2002,18.0,2002-07-02
1304046,South/Central America & Carribean,Brazil,Sao Paulo,7,3,2002,18.0,2002-07-03
1304047,South/Central America & Carribean,Brazil,Sao Paulo,7,4,2002,19.0,2002-07-04
1304048,South/Central America & Carribean,Brazil,Sao Paulo,7,5,2002,19.0,2002-07-05
1304049,South/Central America & Carribean,Brazil,Sao Paulo,7,6,2002,20.0,2002-07-06
1304050,South/Central America & Carribean,Brazil,Sao Paulo,7,7,2002,18.0,2002-07-07
1304051,South/Central America & Carribean,Brazil,Sao Paulo,7,8,2002,12.0,2002-07-08
1304052,South/Central America & Carribean,Brazil,Sao Paulo,7,9,2002,12.0,2002-07-09
1304053,South/Central America & Carribean,Brazil,Sao Paulo,7,10,2002,14.0,2002-07-10
1304054,South/Central America & Carribean,Brazil,Sao Paulo,7,11,2002,14.0,2002-07-11
1304055,South/Central America & Carribean,Brazil,Sao Paulo,7,12,2002,14.0,2002-07-12
1304056,South/Central America & Carribean,Brazil,Sao Paulo,7,13,2002,14.0,2002-07-13
1304057,South/Central America & Carribean,Brazil,Sao Paulo,7,14,2002,13.0,2002-07-14
1304058,South/Central America & Carribean,Brazil,Sao Paulo,7,15,2002,13.0,2002-07-15
1304059,South/Central America & Carribean,Brazil,Sao Paulo,7,16,2002,16.0,2002-07-16
1304060,South/Central America & Carribean,Brazil,Sao Paulo,7,17,2002,14.0,2002-07-17
1304061,South/Central America & Carribean,Brazil,Sao Paulo,7,18,2002,12.0,2002-07-18
1304062,South/Central America & Carribean,Brazil,Sao Paulo,7,19,2002,14.0,2002-07-19
1304063,South/Central America & Carribean,Brazil,Sao Paulo,7,20,2002,16.0,2002-07-20
1304064,South/Central America & Carribean,Brazil,Sao Paulo,7,21,2002,18.0,2002-07-21
1304065,South/Central America & Carribean,Brazil,Sao Paulo,7,22,2002,18.0,2002-07-22
1304066,South/Central America & Carribean,Brazil,Sao Paulo,7,23,2002,18.0,2002-07-23
1304067,South/Central America & Carribean,Brazil,Sao Paulo,7,24,2002,16.0,2002-07-24
1304068,South/Central America & Carribean,Brazil,Sao Paulo,7,25,2002,20.0,2002-07-25
1304069,South/Central America & Carribean,Brazil,Sao Paulo,7,26,2002,18.0,2002-07-26
1304070,South/Central America & Carribean,Brazil,Sao Paulo,7,27,2002,20.0,2002-07-27
1304071,South/Central America & Carribean,Brazil,Sao Paulo,7,28,2002,15.0,2002-07-28
1304072,South/Central America & Carribean,Brazil,Sao Paulo,7,29,2002,12.0,2002-07-29
1304073,South/Central America & Carribean,Brazil,Sao Paulo,7,30,2002,16.0,2002-07-30
1304074,South/Central America & Carribean,Brazil,Sao Paulo,7,31,2002,18.0,2002-07-31
1304075,South/Central America & Carribean,Brazil,Sao Paulo,8,1,2002,17.0,2002-08-01
1304076,South/Central America & Carribean,Brazil,Sao Paulo,8,2,2002,15.0,2002-08-02
1304077,South/Central America & Carribean,Brazil,Sao Paulo,8,3,2002,17.0,2002-08-03
1304078,South/Central America & Carribean,Brazil,Sao Paulo,8,4,2002,19.0,2002-08-04
1304079,South/Central America & Carribean,Brazil,Sao Paulo,8,5,2002,22.0,2002-08-05
1304080,South/Central America & Carribean,Brazil,Sao Paulo,8,6,2002,19.0,2002-08-06
1304081,South/Central America & Carribean,Brazil,Sao Paulo,8,7,2002,22.0,2002-08-07
1304082,South/Central America & Carribean,Brazil,Sao Paulo,8,8,2002,22.0,2002-08-08
1304083,South/Central America & Carribean,Brazil,Sao Paulo,8,9,2002,24.0,2002-08-09
1304084,South/Central America & Carribean,Brazil,Sao Paulo,8,10,2002,18.0,2002-08-10
1304085,South/Central America & Carribean,Brazil,Sao Paulo,8,11,2002,19.0,2002-08-11
1304086,South/Central America & Carribean,Brazil,Sao Paulo,8,12,2002,22.0,2002-08-12
1304087,South/Central America & Carribean,Brazil,Sao Paulo,8,13,2002,23.0,2002-08-13
1304088,South/Central America & Carribean,Brazil,Sao Paulo,8,14,2002,22.0,2002-08-14
1304089,South/Central America & Carribean,Brazil,Sao Paulo,8,15,2002,18.0,2002-08-15
1304090,South/Central America & Carribean,Brazil,Sao Paulo,8,16,2002,19.0,2002-08-16
1304091,South/Central America & Carribean,Brazil,Sao Paulo,8,17,2002,19.0,2002-08-17
1304092,South/Central America & Carribean,Brazil,Sao Paulo,8,18,2002,21.0,2002-08-18
1304093,South/Central America & Carribean,Brazil,Sao Paulo,8,19,2002,22.0,2002-08-19
1304094,South/Central America & Carribean,Brazil,Sao Paulo,8,20,2002,22.0,2002-08-20
1304095,South/Central America & Carribean,Brazil,Sao Paulo,8,21,2002,22.0,2002-08-21
1304096,South/Central America & Carribean,Brazil,Sao Paulo,8,22,2002,22.0,2002-08-22
1304097,South/Central America & Carribean,Brazil,Sao Paulo,8,23,2002,20.0,2002-08-23
1304098,South/Central America & Carribean,Brazil,Sao Paulo,8,24,2002,20.0,2002-08-24
1304099,South/Central America & Carribean,Brazil,Sao Paulo,8,25,2002,20.0,2002-08-25
1304100,South/Central America & Carribean,Brazil,Sao Paulo,8,26,2002,18.0,2002-08-26
1304101,South/Central America & Carribean,Brazil,Sao Paulo,8,27,2002,18.0,2002-08-27
1304102,South/Central America & Carribean,Brazil,Sao Paulo,8,28,2002,20.0,2002-08-28
1304103,South/Central America & Carribean,Brazil,Sao Paulo,8,29,2002,21.0,2002-08-29
1304104,South/Central America & Carribean,Brazil,Sao Paulo,8,30,2002,18.0,2002-08-30
1304105,South/Central America & Carribean,Brazil,Sao Paulo,8,31,2002,18.0,2002-08-31
1304106,South/Central America & Carribean,Brazil,Sao Paulo,9,1,2002,16.0,2002-09-01
1304107,South/Central America & Carribean,Brazil,Sao Paulo,9,2,2002,12.0,2002-09-02
1304108,South/Central America & Carribean,Brazil,Sao Paulo,9,3,2002,12.0,2002-09-03
1304109,South/Central America & Carribean,Brazil,Sao Paulo,9,4,2002,14.0,2002-09-04
1304110,South/Central America & Carribean,Brazil,Sao Paulo,9,5,2002,15.0,2002-09-05
1304111,South/Central America & Carribean,Brazil,Sao Paulo,9,6,2002,23.0,2002-09-06
1304113,South/Central America & Carribean,Brazil,Sao Paulo,9,8,2002,12.0,2002-09-08
1304114,South/Central America & Carribean,Brazil,Sao Paulo,9,9,2002,15.0,2002-09-09
1304115,South/Central America & Carribean,Brazil,Sao Paulo,9,10,2002,17.0,2002-09-10
1304116,South/Central America & Carribean,Brazil,Sao Paulo,9,11,2002,19.0,2002-09-11
1304117,South/Central America & Carribean,Brazil,Sao Paulo,9,12,2002,22.0,2002-09-12
1304118,South/Central America & Carribean,Brazil,Sao Paulo,9,13,2002,22.0,2002-09-13
1304119,South/Central America & Carribean,Brazil,Sao Paulo,9,14,2002,18.0,2002-09-14
1304120,South/Central America & Carribean,Brazil,Sao Paulo,9,15,2002,16.0,2002-09-15
1304121,South/Central America & Carribean,Brazil,Sao Paulo,9,16,2002,17.0,2002-09-16
1304122,South/Central America & Carribean,Brazil,Sao Paulo,9,17,2002,20.0,2002-09-17
1304123,South/Central America & Carribean,Brazil,Sao Paulo,9,18,2002,21.0,2002-09-18
1304124,South/Central America & Carribean,Brazil,Sao Paulo,9,19,2002,23.0,2002-09-19
1304125,South/Central America & Carribean,Brazil,Sao Paulo,9,20,2002,21.0,2002-09-20
1304126,South/Central America & Carribean,Brazil,Sao Paulo,9,21,2002,13.0,2002-09-21
1304127,South/Central America & Carribean,Brazil,Sao Paulo,9,22,2002,12.0,2002-09-22
1304128,South/Central America & Carribean,Brazil,Sao Paulo,9,23,2002,13.0,2002-09-23
1304129,South/Central America & Carribean,Brazil,Sao Paulo,9,24,2002,13.0,2002-09-24
1304130,South/Central America & Carribean,Brazil,Sao Paulo,9,25,2002,15.0,2002-09-25
1304131,South/Central America & Carribean,Brazil,Sao Paulo,9,26,2002,16.0,2002-09-26
1304132,South/Central America & Carribean,Brazil,Sao Paulo,9,27,2002,17.0,2002-09-27
1304133,South/Central America & Carribean,Brazil,Sao Paulo,9,28,2002,19.0,2002-09-28
1304134,South/Central America & Carribean,Brazil,Sao Paulo,9,29,2002,22.0,2002-09-29
1304135,South/Central America & Carribean,Brazil,Sao Paulo,9,30,2002,25.0,2002-09-30
1304136,South/Central America & Carribean,Brazil,Sao Paulo,10,1,2002,18.0,2002-10-01
1304137,South/Central America & Carribean,Brazil,Sao Paulo,10,2,2002,18.0,2002-10-02
1304138,South/Central America & Carribean,Brazil,Sao Paulo,10,3,2002,19.0,2002-10-03
1304139,South/Central America & Carribean,Brazil,Sao Paulo,10,4,2002,21.0,2002-10-04
1304140,South/Central America & Carribean,Brazil,Sao Paulo,10,5,2002,23.0,2002-10-05
1304141,South/Central America & Carribean,Brazil,Sao Paulo,10,6,2002,23.0,2002-10-06
1304142,South/Central America & Carribean,Brazil,Sao Paulo,10,7,2002,27.0,2002-10-07
1304143,South/Central America & Carribean,Brazil,Sao Paulo,10,8,2002,28.0,2002-10-08
1304144,South/Central America & Carribean,Brazil,Sao Paulo,10,9,2002,23.0,2002-10-09
1304145,South/Central America & Carribean,Brazil,Sao Paulo,10,10,2002,24.0,2002-10-10
1304146,South/Central America & Carribean,Brazil,Sao Paulo,10,11,2002,26.0,2002-10-11
1304147,South/Central America & Carribean,Brazil,Sao Paulo,10,12,2002,27.0,2002-10-12
1304148,South/Central America & Carribean,Brazil,Sao Paulo,10,13,2002,24.0,2002-10-13
1304149,South/Central America & Carribean,Brazil,Sao Paulo,10,14,2002,25.0,2002-10-14
1304150,South/Central America & Carribean,Brazil,Sao Paulo,10,15,2002,25.0,2002-10-15
1304151,South/Central America & Carribean,Brazil,Sao Paulo,10,16,2002,26.0,2002-10-16
1304152,South/Central America & Carribean,Brazil,Sao Paulo,10,17,2002,22.0,2002-10-17
1304153,South/Central America & Carribean,Brazil,Sao Paulo,10,18,2002,19.0,2002-10-18
1304154,South/Central America & Carribean,Brazil,Sao Paulo,10,19,2002,23.0,2002-10-19
1304155,South/Central America & Carribean,Brazil,Sao Paulo,10,20,2002,25.0,2002-10-20
1304156,South/Central America & Carribean,Brazil,Sao Paulo,10,21,2002,26.0,2002-10-21
1304157,South/Central America & Carribean,Brazil,Sao Paulo,10,22,2002,19.0,2002-10-22
1304158,South/Central America & Carribean,Brazil,Sao Paulo,10,23,2002,15.0,2002-10-23
1304159,South/Central America & Carribean,Brazil,Sao Paulo,10,24,2002,20.0,2002-10-24
1304160,South/Central America & Carribean,Brazil,Sao Paulo,10,25,2002,23.0,2002-10-25
1304161,South/Central America & Carribean,Brazil,Sao Paulo,10,26,2002,24.0,2002-10-26
1304162,South/Central America & Carribean,Brazil,Sao Paulo,10,27,2002,21.0,2002-10-27
1304163,South/Central America & Carribean,Brazil,Sao Paulo,10,28,2002,21.0,2002-10-28
1304164,South/Central America & Carribean,Brazil,Sao Paulo,10,29,2002,24.0,2002-10-29
1304165,South/Central America & Carribean,Brazil,Sao Paulo,10,30,2002,20.0,2002-10-30
1304166,South/Central America & Carribean,Brazil,Sao Paulo,10,31,2002,18.0,2002-10-31
1304167,South/Central America & Carribean,Brazil,Sao Paulo,11,1,2002,19.0,2002-11-01
1304168,South/Central America & Carribean,Brazil,Sao Paulo,11,2,2002,20.0,2002-11-02
1304169,South/Central America & Carribean,Brazil,Sao Paulo,11,3,2002,23.0,2002-11-03
1304170,South/Central America & Carribean,Brazil,Sao Paulo,11,4,2002,24.0,2002-11-04
1304171,South/Central America & Carribean,Brazil,Sao Paulo,11,5,2002,17.0,2002-11-05
1304172,South/Central America & Carribean,Brazil,Sao Paulo,11,6,2002,14.0,2002-11-06
1304173,South/Central America & Carribean,Brazil,Sao Paulo,11,7,2002,15.0,2002-11-07
1304174,South/Central America & Carribean,Brazil,Sao Paulo,11,8,2002,16.0,2002-11-08
1304175,South/Central America & Carribean,Brazil,Sao Paulo,11,9,2002,21.0,2002-11-09
1304176,South/Central America & Carribean,Brazil,Sao Paulo,11,10,2002,26.0,2002-11-10
1304177,South/Central America & Carribean,Brazil,Sao Paulo,11,11,2002,22.0,2002-11-11
1304178,South/Central America & Carribean,Brazil,Sao Paulo,11,12,2002,19.0,2002-11-12
1304179,South/Central America & Carribean,Brazil,Sao Paulo,11,13,2002,16.0,2002-11-13
1304180,South/Central America & Carribean,Brazil,Sao Paulo,11,14,2002,19.0,2002-11-14
1304181,South/Central America & Carribean,Brazil,Sao Paulo,11,15,2002,22.0,2002-11-15
1304182,South/Central America & Carribean,Brazil,Sao Paulo,11,16,2002,23.0,2002-11-16
1304183,South/Central America & Carribean,Brazil,Sao Paulo,11,17,2002,23.0,2002-11-17
1304184,South/Central America & Carribean,Brazil,Sao Paulo,11,18,2002,26.0,2002-11-18
1304185,South/Central America & Carribean,Brazil,Sao Paulo,11,19,2002,23.0,2002-11-19
1304186,South/Central America & Carribean,Brazil,Sao Paulo,11,20,2002,23.0,2002-11-20
1304187,South/Central America & Carribean,Brazil,Sao Paulo,11,21,2002,25.0,2002-11-21
1304188,South/Central America & Carribean,Brazil,Sao Paulo,11,22,2002,21.0,2002-11-22
1304189,South/Central America & Carribean,Brazil,Sao Paulo,11,23,2002,22.0,2002-11-23
1304190,South/Central America & Carribean,Brazil,Sao Paulo,11,24,2002,24.0,2002-11-24
1304191,South/Central America & Carribean,Brazil,Sao Paulo,11,25,2002,24.0,2002-11-25
1304192,South/Central America & Carribean,Brazil,Sao Paulo,11,26,2002,22.0,2002-11-26
1304193,South/Central America & Carribean,Brazil,Sao Paulo,11,27,2002,25.0,2002-11-27
1304194,South/Central America & Carribean,Brazil,Sao Paulo,11,28,2002,23.0,2002-11-28
1304195,South/Central America & Carribean,Brazil,Sao Paulo,11,29,2002,25.0,2002-11-29
1304196,South/Central America & Carribean,Brazil,Sao Paulo,11,30,2002,23.0,2002-11-30
1304197,South/Central America & Carribean,Brazil,Sao Paulo,12,1,2002,26.0,2002-12-01
1304198,South/Central America & Carribean,Brazil,Sao Paulo,12,2,2002,22.0,2002-12-02
1304199,South/Central America & Carribean,Brazil,Sao Paulo,12,3,2002,21.0,2002-12-03
1304200,South/Central America & Carribean,Brazil,Sao Paulo,12,4,2002,23.0,2002-12-04
1304201,South/Central America & Carribean,Brazil,Sao Paulo,12,5,2002,25.0,2002-12-05
1304202,South/Central America & Carribean,Brazil,Sao Paulo,12,6,2002,26.0,2002-12-06
1304203,South/Central America & Carribean,Brazil,Sao Paulo,12,7,2002,25.0,2002-12-07
1304204,South/Central America & Carribean,Brazil,Sao Paulo,12,8,2002,21.0,2002-12-08
1304205,South/Central America & Carribean,Brazil,Sao Paulo,12,9,2002,19.0,2002-12-09
1304206,South/Central America & Carribean,Brazil,Sao Paulo,12,10,2002,19.0,2002-12-10
1304207,South/Central America & Carribean,Brazil,Sao Paulo,12,11,2002,19.0,2002-12-11
1304208,South/Central America & Carribean,Brazil,Sao Paulo,12,12,2002,22.0,2002-12-12
1304209,South/Central America & Carribean,Brazil,Sao Paulo,12,13,2002,22.0,2002-12-13
1304210,South/Central America & Carribean,Brazil,Sao Paulo,12,14,2002,23.0,2002-12-14
1304211,South/Central America & Carribean,Brazil,Sao Paulo,12,15,2002,22.0,2002-12-15
1304212,South/Central America & Carribean,Brazil,Sao Paulo,12,16,2002,21.0,2002-12-16
1304213,South/Central America & Carribean,Brazil,Sao Paulo,12,17,2002,22.0,2002-12-17
1304214,South/Central America & Carribean,Brazil,Sao Paulo,12,18,2002,21.0,2002-12-18
1304215,South/Central America & Carribean,Brazil,Sao Paulo,12,19,2002,22.0,2002-12-19
1304216,South/Central America & Carribean,Brazil,Sao Paulo,12,20,2002,26.0,2002-12-20
1304217,South/Central America & Carribean,Brazil,Sao Paulo,12,21,2002,23.0,2002-12-21
1304218,South/Central America & Carribean,Brazil,Sao Paulo,12,22,2002,23.0,2002-12-22
1304219,South/Central America & Carribean,Brazil,Sao Paulo,12,23,2002,25.0,2002-12-23
1304220,South/Central America & Carribean,Brazil,Sao Paulo,12,24,2002,26.0,2002-12-24
1304221,South/Central America & Carribean,Brazil,Sao Paulo,12,25,2002,23.0,2002-12-25
1304222,South/Central America & Carribean,Brazil,Sao Paulo,12,26,2002,20.0,2002-12-26
1304223,South/Central America & Carribean,Brazil,Sao Paulo,12,27,2002,21.0,2002-12-27
1304224,South/Central America & Carribean,Brazil,Sao Paulo,12,28,2002,23.0,2002-12-28
1304225,South/Central America & Carribean,Brazil,Sao Paulo,12,29,2002,25.0,2002-12-29
1304226,South/Central America & Carribean,Brazil,Sao Paulo,12,30,2002,27.0,2002-12-30
1304227,South/Central America & Carribean,Brazil,Sao Paulo,12,31,2002,29.0,2002-12-31
1304228,South/Central America & Carribean,Brazil,Sao Paulo,1,1,2003,27.0,2003-01-01
1304229,South/Central America & Carribean,Brazil,Sao Paulo,1,2,2003,26.0,2003-01-02
1304230,South/Central America & Carribean,Brazil,Sao Paulo,1,3,2003,24.0,2003-01-03
1304231,South/Central America & Carribean,Brazil,Sao Paulo,1,4,2003,24.0,2003-01-04
1304232,South/Central America & Carribean,Brazil,Sao Paulo,1,5,2003,25.0,2003-01-05
1304233,South/Central America & Carribean,Brazil,Sao Paulo,1,6,2003,25.0,2003-01-06
