,Region,Country,City,Month,Day,Year,Celsius,ds
1301306,South/Central America & Carribean,Brazil,Sao Paulo,1,1,1995,22.0,1995-01-01
1301307,South/Central America & Carribean,Brazil,Sao Paulo,1,2,1995,23.0,1995-01-02
1301308,South/Central America & Carribean,Brazil,Sao Paulo,1,3,1995,23.0,1995-01-03
1301309,South/Central America & Carribean,Brazil,Sao Paulo,1,4,1995,23.0,1995-01-04
1301310,South/Central America & Carribean,Brazil,Sao Paulo,1,5,1995,24.0,1995-01-05
1301311,South/Central America & Carribean,Brazil,Sao Paulo,1,6,1995,26.0,1995-01-06
1301312,South/Central America & Carribean,Brazil,Sao Paulo,1,7,1995,26.0,1995-01-07
1301313,South/Central America & Carribean,Brazil,Sao Paulo,1,8,1995,24.0,1995-01-08
1301314,South/Central America & Carribean,Brazil,Sao Paulo,1,9,1995,24.0,1995-01-09
1301315,South/Central America & Carribean,Brazil,Sao Paulo,1,10,1995,26.0,1995-01-10
1301316,South/Central America & Carribean,Brazil,Sao Paulo,1,11,1995,23.0,1995-01-11
1301317,South/Central America & Carribean,Brazil,Sao Paulo,1,12,1995,22.0,1995-01-12
1301318,South/Central America & Carribean,Brazil,Sao Paulo,1,13,1995,23.0,1995-01-13
1301319,South/Central America & Carribean,Brazil,Sao Paulo,1,14,1995,24.0,1995-01-14
1301320,South/Central America & Carribean,Brazil,Sao Paulo,1,15,1995,26.0,1995-01-15
1301321,South/Central America & Carribean,Brazil,Sao Paulo,1,16,1995,28.0,1995-01-16
1301322,South/Central America & Carribean,Brazil,Sao Paulo,1,17,1995,28.0,1995-01-17
1301323,South/Central America & Carribean,Brazil,Sao Paulo,1,18,1995,24.0,1995-01-18
1301324,South/Central America & Carribean,Brazil,Sao Paulo,1,19,1995,24.0,1995-01-19
1301325,South/Central America & Carribean,Brazil,Sao Paulo,1,20,1995,24.0,1995-01-20
1301326,South/Central America & Carribean,Brazil,Sao Paulo,1,21,1995,24.0,1995-01-21
1301327,South/Central America & Carribean,Brazil,Sao Paulo,1,22,1995,22.0,1995-01-22
1301328,South/Central America & Carribean,Brazil,Sao Paulo,1,23,1995,21.0,1995-01-23
1301329,South/Central America & Carribean,Brazil,Sao Paulo,1,24,1995,23.0,1995-01-24
1301330,South/Central America & Carribean,Brazil,Sao Paulo,1,25,1995,25.0,1995-01-25
1301331,South/Central America & Carribean,Brazil,Sao Paulo,1,26,1995,26.0,1995-01-26
1301332,South/Central America & Carribean,Brazil,Sao Paulo,1,27,1995,25.0,1995-01-27
1301333,South/Central America & Carribean,Brazil,Sao Paulo,1,28,1995,22.0,1995-01-28
1301334,South/Central America & Carribean,Brazil,Sao Paulo,1,29,1995,22.0,1995-01-29
1301335,South/Central America & Carribean,Brazil,Sao Paulo,1,30,1995,22.0,1995-01-30
1301336,South/Central America & Carribean,Brazil,Sao Paulo,1,31,1995,22.0,1995-01-31
1301337,South/Central America & Carribean,Brazil,Sao Paulo,2,1,1995,23.0,1995-02-01
1301338,South/Central America & Carribean,Brazil,Sao Paulo,2,2,1995,24.0,1995-02-02
1301339,South/Central America & Carribean,Brazil,Sao Paulo,2,3,1995,21.0,1995-02-03
1301340,South/Central America & Carribean,Brazil,Sao Paulo,2,4,1995,20.0,1995-02-04
1301341,South/Central America & Carribean,Brazil,Sao Paulo,2,5,1995,21.0,1995-02-05
1301342,South/Central America & Carribean,Brazil,Sao Paulo,2,6,1995,20.0,1995-02-06
1301343,South/Central America & Carribean,Brazil,Sao Paulo,2,7,1995,18.0,1995-02-07
1301344,South/Central America & Carribean,Brazil,Sao Paulo,2,8,1995,19.0,1995-02-08
1301345,South/Central America & Carribean,Brazil,Sao Paulo,2,9,1995,21.0,1995-02-09
1301346,South/Central America & Carribean,Brazil,Sao Paulo,2,10,1995,22.0,1995-02-10
1301347,South/Central America & Carribean,Brazil,Sao Paulo,2,11,1995,22.0,1995-02-11
1301348,South/Central America & Carribean,Brazil,Sao Paulo,2,12,1995,21.0,1995-02-12
1301349,South/Central America & Carribean,Brazil,Sao Paulo,2,13,1995,22.0,1995-02-13
1301350,South/Central America & Carribean,Brazil,Sao Paulo,2,14,1995,23.0,1995-02-14
1301351,South/Central America & Carribean,Brazil,Sao Paulo,2,15,1995,24.0,1995-02-15
1301352,South/Central America & Carribean,Brazil,Sao Paulo,2,16,1995,24.0,1995-02-16
1301353,South/Central America & Carribean,Brazil,Sao Paulo,2,17,1995,23.0,1995-02-17
1301354,South/Central America & Carribean,Brazil,Sao Paulo,2,18,1995,23.0,1995-02-18
1301355,South/Central America & Carribean,Brazil,Sao Paulo,2,19,1995,20.0,1995-02-19
1301356,South/Central America & Carribean,Brazil,Sao Paulo,2,20,1995,20.0,1995-02-20
1301357,South/Central America & Carribean,Brazil,Sao Paulo,2,21,1995,23.0,1995-02-21
1301358,South/Central America & Carribean,Brazil,Sao Paulo,2,22,1995,25.0,1995-02-22
1301359,South/Central America & Carribean,Brazil,Sao Paulo,2,23,1995,27.0,1995-02-23
1301360,South/Central America & Carribean,Brazil,Sao Paulo,2,24,1995,28.0,1995-02-24
1301361,South/Central America & Carribean,Brazil,Sao Paulo,2,25,1995,27.0,1995-02-25
1301362,South/Central America & Carribean,Brazil,Sao Paulo,2,26,1995,25.0,1995-02-26
1301363,South/Central America & Carribean,Brazil,Sao Paulo,2,27,1995,26.0,1995-02-27
1301364,South/Central America & Carribean,Brazil,Sao Paulo,2,28,1995,27.0,1995-02-28
1301365,South/Central America & Carribean,Brazil,Sao Paulo,3,1,1995,25.0,1995-03-01
1301366,South/Central America & Carribean,Brazil,Sao Paulo,3,2,1995,26.0,1995-03-02
1301367,South/Central America & Carribean,Brazil,Sao Paulo,3,3,1995,26.0,1995-03-03
1301368,South/Central America & Carribean,Brazil,Sao Paulo,3,4,1995,24.0,1995-03-04
1301369,South/Central America & Carribean,Brazil,Sao Paulo,3,5,1995,26.0,1995-03-05
1301370,South/Central America & Carribean,Brazil,Sao Paulo,3,6,1995,23.0,1995-03-06
1301371,South/Central America & Carribean,Brazil,Sao Paulo,3,7,1995,23.0,1995-03-07
1301372,South/Central America & Carribean,Brazil,Sao Paulo,3,8,1995,26.0,1995-03-08
1301373,South/Central America & Carribean,Brazil,Sao Paulo,3,9,1995,24.0,1995-03-09
1301374,South/Central America & Carribean,Brazil,Sao Paulo,3,10,1995,20.0,1995-03-10
1301375,South/Central America & Carribean,Brazil,Sao Paulo,3,11,1995,20.0,1995-03-11
1301376,South/Central America & Carribean,Brazil,Sao Paulo,3,12,1995,21.0,1995-03-12
1301377,South/Central America & Carribean,Brazil,Sao Paulo,3,13,1995,18.0,1995-03-13
1301378,South/Central America & Carribean,Brazil,Sao Paulo,3,14,1995,18.0,1995-03-14
1301379,South/Central America & Carribean,Brazil,Sao Paulo,3,15,1995,18.0,1995-03-15
1301380,South/Central America & Carribean,Brazil,Sao Paulo,3,16,1995,20.0,1995-03-16
1301381,South/Central America & Carribean,Brazil,Sao Paulo,3,17,1995,22.0,1995-03-17
1301382,South/Central America & Carribean,Brazil,Sao Paulo,3,18,1995,22.0,1995-03-18
1301383,South/Central America & Carribean,Brazil,Sao Paulo,3,19,1995,21.0,1995-03-19
1301384,South/Central America & Carribean,Brazil,Sao Paulo,3,20,1995,22.0,1995-03-20
1301385,South/Central America & Carribean,Brazil,Sao Paulo,3,21,1995,22.0,1995-03-21
1301386,South/Central America & Carribean,Brazil,Sao Paulo,3,22,1995,21.0,1995-03-22
1301387,South/Central America & Carribean,Brazil,Sao Paulo,3,23,1995,22.0,1995-03-23
1301388,South/Central America & Carribean,Brazil,Sao Paulo,3,24,1995,22.0,1995-03-24
1301389,South/Central America & Carribean,Brazil,Sao Paulo,3,25,1995,19.0,1995-03-25
1301390,South/Central America & Carribean,Brazil,Sao Paulo,3,26,1995,19.0,1995-03-26
1301391,South/Central America & Carribean,Brazil,Sao Paulo,3,27,1995,20.0,1995-03-27
1301392,South/Central America & Carribean,Brazil,Sao Paulo,3,28,1995,20.0,1995-03-28
1301393,South/Central America & Carribean,Brazil,Sao Paulo,3,29,1995,23.0,1995-03-29
1301394,South/Central America & Carribean,Brazil,Sao Paulo,3,30,1995,21.0,1995-03-30
1301395,South/Central America & Carribean,Brazil,Sao Paulo,3,31,1995,22.0,1995-03-31
1301396,South/Central America & Carribean,Brazil,Sao Paulo,4,1,1995,22.0,1995-04-01
1301397,South/Central America & Carribean,Brazil,Sao Paulo,4,2,1995,22.0,1995-04-02
1301398,South/Central America & Carribean,Brazil,Sao Paulo,4,3,1995,20.0,1995-04-03
1301399,South/Central America & Carribean,Brazil,Sao Paulo,4,4,1995,19.0,1995-04-04
1301400,South/Central America & Carribean,Brazil,Sao Paulo,4,5,1995,20.0,1995-04-05
1301401,South/Central America & Carribean,Brazil,Sao Paulo,4,6,1995,21.0,1995-04-06
1301402,South/Central America & Carribean,Brazil,Sao Paulo,4,7,1995,21.0,1995-04-07
1301403,South/Central America & Carribean,Brazil,Sao Paulo,4,8,1995,22.0,1995-04-08
1301404,South/Central America & Carribean,Brazil,Sao Paulo,4,9,1995,22.0,1995-04-09
1301405,South/Central America & Carribean,Brazil,Sao Paulo,4,10,1995,23.0,1995-04-10
1301406,South/Central America & Carribean,Brazil,Sao Paulo,4,11,1995,24.0,1995-04-11
1301407,South/Central America & Carribean,Brazil,Sao Paulo,4,12,1995,18.0,1995-04-12
1301408,South/Central America & Carribean,Brazil,Sao Paulo,4,13,1995,16.0,1995-04-13
1301409,South/Central America & Carribean,Brazil,Sao Paulo,4,14,1995,16.0,1995-04-14
1301410,South/Central America & Carribean,Brazil,Sao Paulo,4,15,1995,17.0,1995-04-15
1301411,South/Central America & Carribean,Brazil,Sao Paulo,4,16,1995,18.0,1995-04-16
1301412,South/Central America & Carribean,Brazil,Sao Paulo,4,17,1995,20.0,1995-04-17
1301413,South/Central America & Carribean,Brazil,Sao Paulo,4,18,1995,21.0,1995-04-18
1301414,South/Central America & Carribean,Brazil,Sao Paulo,4,19,1995,22.0,1995-04-19
1301415,South/Central America & Carribean,Brazil,Sao Paulo,4,20,1995,20.0,1995-04-20
1301416,South/Central America & Carribean,Brazil,Sao Paulo,4,21,1995,18.0,1995-04-21
1301417,South/Central America & Carribean,Brazil,Sao Paulo,4,22,1995,18.0,1995-04-22
1301418,South/Central America & Carribean,Brazil,Sao Paulo,4,23,1995,20.0,1995-04-23
1301419,South/Central America & Carribean,Brazil,Sao Paulo,4,24,1995,20.0,1995-04-24
1301420,South/Central America & Carribean,Brazil,Sao Paulo,4,25,1995,18.0,1995-04-25
1301421,South/Central America & Carribean,Brazil,Sao Paulo,4,26,1995,18.0,1995-04-26
1301422,South/Central America & Carribean,Brazil,Sao Paulo,4,27,1995,19.0,1995-04-27
1301423,South/Central America & Carribean,Brazil,Sao Paulo,4,28,1995,19.0,1995-04-28
1301424,South/Central America & Carribean,Brazil,Sao Paulo,4,29,1995,21.0,1995-04-29
1301425,South/Central America & Carribean,Brazil,Sao Paulo,4,30,1995,22.0,1995-04-30
1301426,South/Central America & Carribean,Brazil,Sao Paulo,5,1,1995,23.0,1995-05-01
1301427,South/Central America & Carribean,Brazil,Sao Paulo,5,2,1995,22.0,1995-05-02
1301428,South/Central America & Carribean,Brazil,Sao Paulo,5,3,1995,19.0,1995-05-03
1301429,South/Central America & Carribean,Brazil,Sao Paulo,5,4,1995,21.0,1995-05-04
1301430,South/Central America & Carribean,Brazil,Sao Paulo,5,5,1995,20.0,1995-05-05
1301431,South/Central America & Carribean,Brazil,Sao Paulo,5,6,1995,20.0,1995-05-06
1301432,South/Central America & Carribean,Brazil,Sao Paulo,5,7,1995,19.0,1995-05-07
1301433,South/Central America & Carribean,Brazil,Sao Paulo,5,8,1995,18.0,1995-05-08
1301434,South/Central America & Carribean,Brazil,Sao Paulo,5,9,1995,19.0,1995-05-09
1301435,South/Central America & Carribean,Brazil,Sao Paulo,5,10,1995,16.0,1995-05-10
1301436,South/Central America & Carribean,Brazil,Sao Paulo,5,11,1995,16.0,1995-05-11
1301437,South/Central America & Carribean,Brazil,Sao Paulo,5,12,1995,18.0,1995-05-12
1301438,South/Central America & Carribean,Brazil,Sao Paulo,5,13,1995,19.0,1995-05-13
1301439,South/Central America & Carribean,Brazil,Sao Paulo,5,14,1995,19.0,1995-05-14
1301440,South/Central America & Carribean,Brazil,Sao Paulo,5,15,1995,20.0,1995-05-15
1301441,South/Central America & Carribean,Brazil,Sao Paulo,5,16,1995,22.0,1995-05-16
1301442,South/Central America & Carribean,Brazil,Sao Paulo,5,17,1995,23.0,1995-05-17
1301443,South/Central America & Carribean,Brazil,Sao Paulo,5,18,1995,17.0,1995-05-18
1301444,South/Central America & Carribean,Brazil,Sao Paulo,5,19,1995,14.0,1995-05-19
1301445,South/Central America & Carribean,Brazil,Sao Paulo,5,20,1995,14.0,1995-05-20
1301446,South/Central America & Carribean,Brazil,Sao Paulo,5,21,1995,14.0,1995-05-21
1301447,South/Central America & Carribean,Brazil,Sao Paulo,5,22,1995,15.0,1995-05-22
1301448,South/Central America & Carribean,Brazil,Sao Paulo,5,23,1995,16.0,1995-05-23
1301449,South/Central America & Carribean,Brazil,Sao Paulo,5,24,1995,17.0,1995-05-24
1301450,South/Central America & Carribean,Brazil,Sao Paulo,5,25,1995,16.0,1995-05-25
1301451,South/Central America & Carribean,Brazil,Sao Paulo,5,26,1995,14.0,1995-05-26
1301452,South/Central America & Carribean,Brazil,Sao Paulo,5,27,1995,15.0,1995-05-27
1301453,South/Central America & Carribean,Brazil,Sao Paulo,5,28,1995,16.0,1995-05-28
1301454,South/Central America & Carribean,Brazil,Sao Paulo,5,29,1995,18.0,1995-05-29
1301455,South/Central America & Carribean,Brazil,Sao Paulo,5,30,1995,15.0,1995-05-30
1301456,South/Central America & Carribean,Brazil,Sao Paulo,5,31,1995,14.0,1995-05-31
1301457,South/Central America & Carribean,Brazil,Sao Paulo,6,1,1995,17.0,1995-06-01
1301458,South/Central America & Carribean,Brazil,Sao Paulo,6,2,1995,17.0,1995-06-02
1301459,South/Central America & Carribean,Brazil,Sao Paulo,6,3,1995,15.0,1995-06-03
1301460,South/Central America & Carribean,Brazil,Sao Paulo,6,4,1995,14.0,1995-06-04
1301461,South/Central America & Carribean,Brazil,Sao Paulo,6,5,1995,15.0,1995-06-05
1301462,South/Central America & Carribean,Brazil,Sao Paulo,6,6,1995,17.0,1995-06-06
1301463,South/Central America & Carribean,Brazil,Sao Paulo,6,7,1995,19.0,1995-06-07
1301464,South/Central America & Carribean,Brazil,Sao Paulo,6,8,1995,17.0,1995-06-08
1301465,South/Central America & Carribean,Brazil,Sao Paulo,6,9,1995,18.0,1995-06-09
1301466,South/Central America & Carribean,Brazil,Sao Paulo,6,10,1995,20.0,1995-06-10
1301467,South/Central America & Carribean,Brazil,Sao Paulo,6,11,1995,18.0,1995-06-11
1301468,South/Central America & Carribean,Brazil,Sao Paulo,6,12,1995,19.0,1995-06-12
1301469,South/Central America & Carribean,Brazil,Sao Paulo,6,13,1995,19.0,1995-06-13
1301470,South/Central America & Carribean,Brazil,Sao Paulo,6,14,1995,17.0,1995-06-14
1301471,South/Central America & Carribean,Brazil,Sao Paulo,6,15,1995,18.0,1995-06-15
1301472,South/Central America & Carribean,Brazil,Sao Paulo,6,16,1995,20.0,1995-06-16
1301473,South/Central America & Carribean,Brazil,Sao Paulo,6,17,1995,19.0,1995-06-17
1301474,South/Central America & Carribean,Brazil,Sao Paulo,6,18,1995,16.0,1995-06-18
1301475,South/Central America & Carribean,Brazil,Sao Paulo,6,19,1995,14.0,1995-06-19
1301476,South/Central America & Carribean,Brazil,Sao Paulo,6,20,1995,13.0,1995-06-20
1301477,South/Central America & Carribean,Brazil,Sao Paulo,6,21,1995,14.0,1995-06-21
1301478,South/Central America & Carribean,Brazil,Sao Paulo,6,22,1995,16.0,1995-06-22
1301479,South/Central America & Carribean,Brazil,Sao Paulo,6,23,1995,18.0,1995-06-23
1301480,South/Central America & Carribean,Brazil,Sao Paulo,6,24,1995,19.0,1995-06-24
1301481,South/Central America & Carribean,Brazil,Sao Paulo,6,25,1995,18.0,1995-06-25
1301482,South/Central America & Carribean,Brazil,Sao Paulo,6,26,1995,15.0,1995-06-26
1301483,South/Central America & Carribean,Brazil,Sao Paulo,6,27,1995,18.0,1995-06-27
1301484,South/Central America & Carribean,Brazil,Sao Paulo,6,28,1995,21.0,1995-06-28
1301485,South/Central America & Carribean,Brazil,Sao Paulo,6,29,1995,16.0,1995-06-29
1301486,South/Central America & Carribean,Brazil,Sao Paulo,6,30,1995,14.0,1995-06-30
1301487,South/Central America & Carribean,Brazil,Sao Paulo,7,1,1995,17.0,1995-07-01
1301488,South/Central America & Carribean,Brazil,Sao Paulo,7,2,1995,18.0,1995-07-02
1301489,South/Central America & Carribean,Brazil,Sao Paulo,7,3,1995,20.0,1995-07-03
1301490,South/Central America & Carribean,Brazil,Sao Paulo,7,4,1995,17.0,1995-07-04
1301491,South/Central America & Carribean,Brazil,Sao Paulo,7,5,1995,19.0,1995-07-05
1301492,South/Central America & Carribean,Brazil,Sao Paulo,7,6,1995,21.0,1995-07-06
1301493,South/Central America & Carribean,Brazil,Sao Paulo,7,7,1995,19.0,1995-07-07
1301494,South/Central America & Carribean,Brazil,Sao Paulo,7,8,1995,13.0,1995-07-08
1301495,South/Central America & Carribean,Brazil,Sao Paulo,7,9,1995,14.0,1995-07-09
1301496,South/Central America & Carribean,Brazil,Sao Paulo,7,10,1995,15.0,1995-07-10
1301497,South/Central America & Carribean,Brazil,Sao Paulo,7,11,1995,15.0,1995-07-11
1301498,South/Central America & Carribean,Brazil,Sao Paulo,7,12,1995,16.0,1995-07-12
1301499,South/Central America & Carribean,Brazil,Sao Paulo,7,13,1995,19.0,1995-07-13
1301500,South/Central America & Carribean,Brazil,Sao Paulo,7,14,1995,20.0,1995-07-14
1301501,South/Central America & Carribean,Brazil,Sao Paulo,7,15,1995,21.0,1995-07-15
1301502,South/Central America & Carribean,Brazil,Sao Paulo,7,16,1995,22.0,1995-07-16
1301503,South/Central America & Carribean,Brazil,Sao Paulo,7,17,1995,20.0,1995-07-17
1301504,South/Central America & Carribean,Brazil,Sao Paulo,7,18,1995,20.0,1995-07-18
1301505,South/Central America & Carribean,Brazil,Sao Paulo,7,19,1995,20.0,1995-07-19
1301506,South/Central America & Carribean,Brazil,Sao Paulo,7,20,1995,18.0,1995-07-20
1301507,South/Central America & Carribean,Brazil,Sao Paulo,7,21,1995,14.0,1995-07-21
1301508,South/Central America & Carribean,Brazil,Sao Paulo,7,22,1995,13.0,1995-07-22
1301509,South/Central America & Carribean,Brazil,Sao Paulo,7,23,1995,16.0,1995-07-23
1301510,South/Central America & Carribean,Brazil,Sao Paulo,7,24,1995,18.0,1995-07-24
1301511,South/Central America & Carribean,Brazil,Sao Paulo,7,25,1995,20.0,1995-07-25
1301512,South/Central America & Carribean,Brazil,Sao Paulo,7,26,1995,20.0,1995-07-26
1301513,South/Central America & Carribean,Brazil,Sao Paulo,7,27,1995,20.0,1995-07-27
1301514,South/Central America & Carribean,Brazil,Sao Paulo,7,28,1995,21.0,1995-07-28
1301515,South/Central America & Carribean,Brazil,Sao Paulo,7,29,1995,21.0,1995-07-29
1301516,South/Central America & Carribean,Brazil,Sao Paulo,7,30,1995,20.0,1995-07-30
1301517,South/Central America & Carribean,Brazil,Sao Paulo,7,31,1995,18.0,1995-07-31
1301518,South/Central America & Carribean,Brazil,Sao Paulo,8,1,1995,19.0,1995-08-01
1301519,South/Central America & Carribean,Brazil,Sao Paulo,8,2,1995,20.0,1995-08-02
1301520,South/Central America & Carribean,Brazil,Sao Paulo,8,3,1995,21.0,1995-08-03
1301521,South/Central America & Carribean,Brazil,Sao Paulo,8,4,1995,16.0,1995-08-04
1301522,South/Central America & Carribean,Brazil,Sao Paulo,8,5,1995,11.0,1995-08-05
1301523,South/Central America & Carribean,Brazil,Sao Paulo,8,6,1995,13.0,1995-08-06
1301524,South/Central America & Carribean,Brazil,Sao Paulo,8,7,1995,18.0,1995-08-07
1301525,South/Central America & Carribean,Brazil,Sao Paulo,8,8,1995,20.0,1995-08-08
1301526,South/Central America & Carribean,Brazil,Sao Paulo,8,9,1995,20.0,1995-08-09
1301527,South/Central America & Carribean,Brazil,Sao Paulo,8,10,1995,20.0,1995-08-10
1301528,South/Central America & Carribean,Brazil,Sao Paulo,8,11,1995,19.0,1995-08-11
1301529,South/Central America & Carribean,Brazil,Sao Paulo,8,12,1995,22.0,1995-08-12
1301530,South/Central America & Carribean,Brazil,Sao Paulo,8,13,1995,23.0,1995-08-13
1301531,South/Central America & Carribean,Brazil,Sao Paulo,8,14,1995,23.0,1995-08-14
1301532,South/Central America & Carribean,Brazil,Sao Paulo,8,15,1995,24.0,1995-08-15
1301533,South/Central America & Carribean,Brazil,Sao Paulo,8,16,1995,18.0,1995-08-16
1301534,South/Central America & Carribean,Brazil,Sao Paulo,8,17,1995,15.0,1995-08-17
1301535,South/Central America & Carribean,Brazil,Sao Paulo,8,18,1995,19.0,1995-08-18
1301536,South/Central America & Carribean,Brazil,Sao Paulo,8,19,1995,14.0,1995-08-19
1301537,South/Central America & Carribean,Brazil,Sao Paulo,8,20,1995,13.0,1995-08-20
1301538,South/Central America & Carribean,Brazil,Sao Paulo,8,21,1995,16.0,1995-08-21
1301539,South/Central America & Carribean,Brazil,Sao Paulo,8,22,1995,20.0,1995-08-22
1301540,South/Central America & Carribean,Brazil,Sao Paulo,8,23,1995,21.0,1995-08-23
1301541,South/Central America & Carribean,Brazil,Sao Paulo,8,24,1995,21.0,1995-08-24
1301542,South/Central America & Carribean,Brazil,Sao Paulo,8,25,1995,20.0,1995-08-25
1301543,South/Central America & Carribean,Brazil,Sao Paulo,8,26,1995,20.0,1995-08-26
1301544,South/Central America & Carribean,Brazil,Sao Paulo,8,27,1995,22.0,1995-08-27
1301545,South/Central America & Carribean,Brazil,Sao Paulo,8,28,1995,22.0,1995-08-28
1301546,South/Central America & Carribean,Brazil,Sao Paulo,8,29,1995,22.0,1995-08-29
1301547,South/Central America & Carribean,Brazil,Sao Paulo,8,30,1995,22.0,1995-08-30
1301548,South/Central America & Carribean,Brazil,Sao Paulo,8,31,1995,24.0,1995-08-31
1301549,South/Central America & Carribean,Brazil,Sao Paulo,9,1,1995,24.0,1995-09-01
1301550,South/Central America & Carribean,Brazil,Sao Paulo,9,2,1995,18.0,1995-09-02
1301551,South/Central America & Carribean,Brazil,Sao Paulo,9,3,1995,15.0,1995-09-03
1301552,South/Central America & Carribean,Brazil,Sao Paulo,9,4,1995,14.0,1995-09-04
1301553,South/Central America & Carribean,Brazil,Sao Paulo,9,5,1995,15.0,1995-09-05
1301554,South/Central America & Carribean,Brazil,Sao Paulo,9,6,1995,17.0,1995-09-06
1301555,South/Central America & Carribean,Brazil,Sao Paulo,9,7,1995,18.0,1995-09-07
1301556,South/Central America & Carribean,Brazil,Sao Paulo,9,8,1995,20.0,1995-09-08
1301557,South/Central America & Carribean,Brazil,Sao Paulo,9,9,1995,22.0,1995-09-09
1301558,South/Central America & Carribean,Brazil,Sao Paulo,9,10,1995,24.0,1995-09-10
1301559,South/Central America & Carribean,Brazil,Sao Paulo,9,11,1995,25.0,1995-09-11
1301560,South/Central America & Carribean,Brazil,Sao Paulo,9,12,1995,18.0,1995-09-12
1301561,South/Central America & Carribean,Brazil,Sao Paulo,9,13,1995,15.0,1995-09-13
1301562,South/Central America & Carribean,Brazil,Sao Paulo,9,14,1995,22.0,1995-09-14
1301563,South/Central America & Carribean,Brazil,Sao Paulo,9,15,1995,16.0,1995-09-15
1301564,South/Central America & Carribean,Brazil,Sao Paulo,9,16,1995,14.0,1995-09-16
1301565,South/Central America & Carribean,Brazil,Sao Paulo,9,17,1995,15.0,1995-09-17
1301566,South/Central America & Carribean,Brazil,Sao Paulo,9,18,1995,21.0,1995-09-18
1301567,South/Central America & Carribean,Brazil,Sao Paulo,9,19,1995,21.0,1995-09-19
1301568,South/Central America & Carribean,Brazil,Sao Paulo,9,20,1995,12.0,1995-09-20
1301569,South/Central America & Carribean,Brazil,Sao Paulo,9,21,1995,12.0,1995-09-21
1301570,South/Central America & Carribean,Brazil,Sao Paulo,9,22,1995,16.0,1995-09-22
1301571,South/Central America & Carribean,Brazil,Sao Paulo,9,23,1995,16.0,1995-09-23
1301572,South/Central America & Carribean,Brazil,Sao Paulo,9,24,1995,18.0,1995-09-24
1301573,South/Central America & Carribean,Brazil,Sao Paulo,9,25,1995,17.0,1995-09-25
1301574,South/Central America & Carribean,Brazil,Sao Paulo,9,26,1995,17.0,1995-09-26
1301575,South/Central America & Carribean,Brazil,Sao Paulo,9,27,1995,18.0,1995-09-27
1301576,South/Central America & Carribean,Brazil,Sao Paulo,9,28,1995,17.0,1995-09-28
1301577,South/Central America & Carribean,Brazil,Sao Paulo,9,29,1995,16.0,1995-09-29
1301578,South/Central America & Carribean,Brazil,Sao Paulo,9,30,1995,18.0,1995-09-30
1301579,South/Central America & Carribean,Brazil,Sao Paulo,10,1,1995,20.0,1995-10-01
1301580,South/Central America & Carribean,Brazil,Sao Paulo,10,2,1995,20.0,1995-10-02
1301581,South/Central America & Carribean,Brazil,Sao Paulo,10,3,1995,18.0,1995-10-03
1301582,South/Central America & Carribean,Brazil,Sao Paulo,10,4,1995,18.0,1995-10-04
1301583,South/Central America & Carribean,Brazil,Sao Paulo,10,5,1995,17.0,1995-10-05
1301584,South/Central America & Carribean,Brazil,Sao Paulo,10,6,1995,17.0,1995-10-06
1301585,South/Central America & Carribean,Brazil,Sao Paulo,10,7,1995,19.0,1995-10-07
1301586,South/Central America & Carribean,Brazil,Sao Paulo,10,8,1995,21.0,1995-10-08
1301587,South/Central America & Carribean,Brazil,Sao Paulo,10,9,1995,18.0,1995-10-09
1301588,South/Central America & Carribean,Brazil,Sao Paulo,10,10,1995,18.0,1995-10-10
1301589,South/Central America & Carribean,Brazil,Sao Paulo,10,11,1995,16.0,1995-10-11
1301590,South/Central America & Carribean,Brazil,Sao Paulo,10,12,1995,17.0,1995-10-12
1301591,South/Central America & Carribean,Brazil,Sao Paulo,10,13,1995,19.0,1995-10-13
1301592,South/Central America & Carribean,Brazil,Sao Paulo,10,14,1995,20.0,1995-10-14
1301593,South/Central America & Carribean,Brazil,Sao Paulo,10,15,1995,18.0,1995-10-15
1301594,South/Central America & Carribean,Brazil,Sao Paulo,10,16,1995,18.0,1995-10-16
1301595,South/Central America & Carribean,Brazil,Sao Paulo,10,17,1995,17.0,1995-10-17
1301596,South/Central America & Carribean,Brazil,Sao Paulo,10,18,1995,17.0,1995-10-18
1301597,South/Central America & Carribean,Brazil,Sao Paulo,10,19,1995,17.0,1995-10-19
1301598,South/Central America & Carribean,Brazil,Sao Paulo,10,20,1995,17.0,1995-10-20
1301599,South/Central America & Carribean,Brazil,Sao Paulo,10,21,1995,16.0,1995-10-21
1301600,South/Central America & Carribean,Brazil,Sao Paulo,10,22,1995,15.0,1995-10-22
1301601,South/Central America & Carribean,Brazil,Sao Paulo,10,23,1995,16.0,1995-10-23
1301602,South/Central America & Carribean,Brazil,Sao Paulo,10,24,1995,17.0,1995-10-24
1301603,South/Central America & Carribean,Brazil,Sao Paulo,10,25,1995,22.0,1995-10-25
1301604,South/Central America & Carribean,Brazil,Sao Paulo,10,26,1995,25.0,1995-10-26
1301605,South/Central America & Carribean,Brazil,Sao Paulo,10,27,1995,26.0,1995-10-27
1301606,South/Central America & Carribean,Brazil,Sao Paulo,10,28,1995,19.0,1995-10-28
1301607,South/Central America & Carribean,Brazil,Sao Paulo,10,29,1995,14.0,1995-10-29
1301608,South/Central America & Carribean,Brazil,Sao Paulo,10,30,1995,13.0,1995-10-30
