,Region,Country,City,Month,Day,Year,Celsius
1303554,South/Central America & Carribean,Brazil,Sao Paulo,2,26,2001,25.38888888888889
1303555,South/Central America & Carribean,Brazil,Sao Paulo,2,27,2001,24.055555555555557
1303556,South/Central America & Carribean,Brazil,Sao Paulo,2,28,2001,23.277777777777782
1303557,South/Central America & Carribean,Brazil,Sao Paulo,3,1,2001,23.555555555555557
1303558,South/Central America & Carribean,Brazil,Sao Paulo,3,2,2001,23.111111111111107
1303559,South/Central America & Carribean,Brazil,Sao Paulo,3,3,2001,23.5
1303560,South/Central America & Carribean,Brazil,Sao Paulo,3,4,2001,24.333333333333332
1303561,South/Central America & Carribean,Brazil,Sao Paulo,3,5,2001,24.27777777777778
1303562,South/Central America & Carribean,Brazil,Sao Paulo,3,6,2001,24.61111111111111
1303563,South/Central America & Carribean,Brazil,Sao Paulo,3,7,2001,26.666666666666668
1303564,South/Central America & Carribean,Brazil,Sao Paulo,3,8,2001,22.722222222222225
1303565,South/Central America & Carribean,Brazil,Sao Paulo,3,9,2001,23.333333333333332
1303566,South/Central America & Carribean,Brazil,Sao Paulo,3,10,2001,23.77777777777778
1303567,South/Central America & Carribean,Brazil,Sao Paulo,3,11,2001,23.166666666666668
1303568,South/Central America & Carribean,Brazil,Sao Paulo,3,12,2001,22.83333333333333
1303569,South/Central America & Carribean,Brazil,Sao Paulo,3,13,2001,24.499999999999996
1303570,South/Central America & Carribean,Brazil,Sao Paulo,3,14,2001,25.0
1303571,South/Central America & Carribean,Brazil,Sao Paulo,3,15,2001,25.27777777777778
1303572,South/Central America & Carribean,Brazil,Sao Paulo,3,16,2001,26.444444444444443
1303573,South/Central America & Carribean,Brazil,Sao Paulo,3,17,2001,24.72222222222222
1303574,South/Central America & Carribean,Brazil,Sao Paulo,3,18,2001,24.555555555555557
1303575,South/Central America & Carribean,Brazil,Sao Paulo,3,19,2001,24.66666666666667
1303576,South/Central America & Carribean,Brazil,Sao Paulo,3,20,2001,23.77777777777778
1303577,South/Central America & Carribean,Brazil,Sao Paulo,3,21,2001,23.5
1303578,South/Central America & Carribean,Brazil,Sao Paulo,3,22,2001,25.11111111111111
1303579,South/Central America & Carribean,Brazil,Sao Paulo,3,23,2001,25.777777777777782
1303580,South/Central America & Carribean,Brazil,Sao Paulo,3,24,2001,25.11111111111111
1303581,South/Central America & Carribean,Brazil,Sao Paulo,3,25,2001,23.88888888888889
1303582,South/Central America & Carribean,Brazil,Sao Paulo,3,26,2001,24.833333333333332
1303583,South/Central America & Carribean,Brazil,Sao Paulo,3,27,2001,22.88888888888889
1303584,South/Central America & Carribean,Brazil,Sao Paulo,3,28,2001,22.055555555555557
1303585,South/Central America & Carribean,Brazil,Sao Paulo,3,29,2001,22.11111111111111
1303586,South/Central America & Carribean,Brazil,Sao Paulo,3,30,2001,22.5
1303587,South/Central America & Carribean,Brazil,Sao Paulo,3,31,2001,23.388888888888886
1303588,South/Central America & Carribean,Brazil,Sao Paulo,4,1,2001,23.166666666666668
1303589,South/Central America & Carribean,Brazil,Sao Paulo,4,2,2001,21.11111111111111
1303590,South/Central America & Carribean,Brazil,Sao Paulo,4,3,2001,22.555555555555554
1303591,South/Central America & Carribean,Brazil,Sao Paulo,4,4,2001,22.11111111111111
1303592,South/Central America & Carribean,Brazil,Sao Paulo,4,5,2001,23.22222222222222
1303593,South/Central America & Carribean,Brazil,Sao Paulo,4,6,2001,25.833333333333332
1303594,South/Central America & Carribean,Brazil,Sao Paulo,4,7,2001,24.388888888888893
1303595,South/Central America & Carribean,Brazil,Sao Paulo,4,8,2001,23.111111111111107
1303596,South/Central America & Carribean,Brazil,Sao Paulo,4,9,2001,23.61111111111111
1303597,South/Central America & Carribean,Brazil,Sao Paulo,4,10,2001,25.555555555555557
1303598,South/Central America & Carribean,Brazil,Sao Paulo,4,11,2001,24.777777777777775
1303599,South/Central America & Carribean,Brazil,Sao Paulo,4,12,2001,22.38888888888889
1303600,South/Central America & Carribean,Brazil,Sao Paulo,4,13,2001,19.499999999999996
1303601,South/Central America & Carribean,Brazil,Sao Paulo,4,14,2001,19.944444444444446
1303602,South/Central America & Carribean,Brazil,Sao Paulo,4,15,2001,21.5
1303603,South/Central America & Carribean,Brazil,Sao Paulo,4,16,2001,21.0
1303604,South/Central America & Carribean,Brazil,Sao Paulo,4,17,2001,20.611111111111107
1303605,South/Central America & Carribean,Brazil,Sao Paulo,4,18,2001,21.055555555555557
1303606,South/Central America & Carribean,Brazil,Sao Paulo,4,19,2001,22.5
1303607,South/Central America & Carribean,Brazil,Sao Paulo,4,20,2001,24.27777777777778
1303608,South/Central America & Carribean,Brazil,Sao Paulo,4,21,2001,24.444444444444443
1303609,South/Central America & Carribean,Brazil,Sao Paulo,4,22,2001,23.166666666666668
1303610,South/Central America & Carribean,Brazil,Sao Paulo,4,23,2001,24.833333333333332
1303611,South/Central America & Carribean,Brazil,Sao Paulo,4,24,2001,26.055555555555557
1303612,South/Central America & Carribean,Brazil,Sao Paulo,4,25,2001,22.944444444444443
1303613,South/Central America & Carribean,Brazil,Sao Paulo,4,26,2001,24.388888888888893
1303614,South/Central America & Carribean,Brazil,Sao Paulo,4,27,2001,24.88888888888889
1303615,South/Central America & Carribean,Brazil,Sao Paulo,4,28,2001,25.27777777777778
1303616,South/Central America & Carribean,Brazil,Sao Paulo,4,29,2001,24.833333333333332
1303617,South/Central America & Carribean,Brazil,Sao Paulo,4,30,2001,22.277777777777775
1303618,South/Central America & Carribean,Brazil,Sao Paulo,5,1,2001,22.77777777777778
1303619,South/Central America & Carribean,Brazil,Sao Paulo,5,2,2001,24.0
1303620,South/Central America & Carribean,Brazil,Sao Paulo,5,3,2001,25.444444444444443
1303621,South/Central America & Carribean,Brazil,Sao Paulo,5,4,2001,22.11111111111111
1303622,South/Central America & Carribean,Brazil,Sao Paulo,5,5,2001,17.61111111111111
1303623,South/Central America & Carribean,Brazil,Sao Paulo,5,6,2001,15.61111111111111
1303624,South/Central America & Carribean,Brazil,Sao Paulo,5,7,2001,15.666666666666666
1303625,South/Central America & Carribean,Brazil,Sao Paulo,5,8,2001,16.88888888888889
1303626,South/Central America & Carribean,Brazil,Sao Paulo,5,9,2001,18.000000000000004
1303627,South/Central America & Carribean,Brazil,Sao Paulo,5,10,2001,22.333333333333332
1303628,South/Central America & Carribean,Brazil,Sao Paulo,5,11,2001,19.72222222222222
1303629,South/Central America & Carribean,Brazil,Sao Paulo,5,12,2001,16.72222222222222
1303630,South/Central America & Carribean,Brazil,Sao Paulo,5,13,2001,15.444444444444445
1303631,South/Central America & Carribean,Brazil,Sao Paulo,5,14,2001,14.5
1303632,South/Central America & Carribean,Brazil,Sao Paulo,5,15,2001,14.055555555555554
1303633,South/Central America & Carribean,Brazil,Sao Paulo,5,16,2001,15.666666666666666
1303634,South/Central America & Carribean,Brazil,Sao Paulo,5,17,2001,17.444444444444443
1303635,South/Central America & Carribean,Brazil,Sao Paulo,5,18,2001,14.666666666666666
1303636,South/Central America & Carribean,Brazil,Sao Paulo,5,19,2001,15.555555555555555
1303637,South/Central America & Carribean,Brazil,Sao Paulo,5,20,2001,16.166666666666668
1303638,South/Central America & Carribean,Brazil,Sao Paulo,5,21,2001,18.333333333333332
1303639,South/Central America & Carribean,Brazil,Sao Paulo,5,22,2001,19.27777777777778
1303640,South/Central America & Carribean,Brazil,Sao Paulo,5,23,2001,17.666666666666668
1303641,South/Central America & Carribean,Brazil,Sao Paulo,5,24,2001,17.666666666666668
1303642,South/Central America & Carribean,Brazil,Sao Paulo,5,25,2001,17.77777777777778
1303643,South/Central America & Carribean,Brazil,Sao Paulo,5,26,2001,18.277777777777782
1303644,South/Central America & Carribean,Brazil,Sao Paulo,5,27,2001,17.88888888888889
1303645,South/Central America & Carribean,Brazil,Sao Paulo,5,28,2001,20.055555555555554
1303646,South/Central America & Carribean,Brazil,Sao Paulo,5,29,2001,21.333333333333336
1303647,South/Central America & Carribean,Brazil,Sao Paulo,5,30,2001,20.777777777777782
1303648,South/Central America & Carribean,Brazil,Sao Paulo,5,31,2001,20.833333333333332
1303649,South/Central America & Carribean,Brazil,Sao Paulo,6,1,2001,21.166666666666664
1303650,South/Central America & Carribean,Brazil,Sao Paulo,6,2,2001,23.61111111111111
1303651,South/Central America & Carribean,Brazil,Sao Paulo,6,3,2001,20.055555555555554
1303652,South/Central America & Carribean,Brazil,Sao Paulo,6,4,2001,21.833333333333332
1303653,South/Central America & Carribean,Brazil,Sao Paulo,6,5,2001,23.944444444444443
1303654,South/Central America & Carribean,Brazil,Sao Paulo,6,6,2001,22.944444444444443
1303655,South/Central America & Carribean,Brazil,Sao Paulo,6,7,2001,19.777777777777775
1303656,South/Central America & Carribean,Brazil,Sao Paulo,6,8,2001,19.055555555555557
1303657,South/Central America & Carribean,Brazil,Sao Paulo,6,9,2001,20.611111111111107
1303658,South/Central America & Carribean,Brazil,Sao Paulo,6,10,2001,18.944444444444443
1303659,South/Central America & Carribean,Brazil,Sao Paulo,6,11,2001,19.27777777777778
1303660,South/Central America & Carribean,Brazil,Sao Paulo,6,12,2001,18.833333333333336
1303661,South/Central America & Carribean,Brazil,Sao Paulo,6,13,2001,19.166666666666668
1303662,South/Central America & Carribean,Brazil,Sao Paulo,6,14,2001,19.72222222222222
1303663,South/Central America & Carribean,Brazil,Sao Paulo,6,15,2001,20.72222222222222
1303664,South/Central America & Carribean,Brazil,Sao Paulo,6,16,2001,22.22222222222222
1303665,South/Central America & Carribean,Brazil,Sao Paulo,6,17,2001,22.277777777777775
1303666,South/Central America & Carribean,Brazil,Sao Paulo,6,18,2001,13.666666666666666
1303667,South/Central America & Carribean,Brazil,Sao Paulo,6,19,2001,14.5
1303668,South/Central America & Carribean,Brazil,Sao Paulo,6,20,2001,15.333333333333334
1303669,South/Central America & Carribean,Brazil,Sao Paulo,6,21,2001,11.555555555555554
1303670,South/Central America & Carribean,Brazil,Sao Paulo,6,22,2001,12.888888888888891
1303671,South/Central America & Carribean,Brazil,Sao Paulo,6,23,2001,15.055555555555555
1303672,South/Central America & Carribean,Brazil,Sao Paulo,6,24,2001,16.77777777777778
1303673,South/Central America & Carribean,Brazil,Sao Paulo,6,25,2001,20.055555555555554
1303674,South/Central America & Carribean,Brazil,Sao Paulo,6,26,2001,18.000000000000004
1303675,South/Central America & Carribean,Brazil,Sao Paulo,6,27,2001,12.5
1303676,South/Central America & Carribean,Brazil,Sao Paulo,6,28,2001,13.499999999999998
1303677,South/Central America & Carribean,Brazil,Sao Paulo,6,29,2001,14.61111111111111
1303678,South/Central America & Carribean,Brazil,Sao Paulo,6,30,2001,16.444444444444443
1303679,South/Central America & Carribean,Brazil,Sao Paulo,7,1,2001,15.61111111111111
1303680,South/Central America & Carribean,Brazil,Sao Paulo,7,2,2001,18.61111111111111
1303681,South/Central America & Carribean,Brazil,Sao Paulo,7,3,2001,20.444444444444443
1303682,South/Central America & Carribean,Brazil,Sao Paulo,7,4,2001,21.333333333333336
1303683,South/Central America & Carribean,Brazil,Sao Paulo,7,5,2001,20.611111111111107
1303684,South/Central America & Carribean,Brazil,Sao Paulo,7,6,2001,18.61111111111111
1303685,South/Central America & Carribean,Brazil,Sao Paulo,7,7,2001,18.444444444444443
1303686,South/Central America & Carribean,Brazil,Sao Paulo,7,8,2001,18.333333333333332
1303687,South/Central America & Carribean,Brazil,Sao Paulo,7,9,2001,20.0
1303688,South/Central America & Carribean,Brazil,Sao Paulo,7,10,2001,20.611111111111107
1303689,South/Central America & Carribean,Brazil,Sao Paulo,7,11,2001,21.5
1303690,South/Central America & Carribean,Brazil,Sao Paulo,7,12,2001,14.38888888888889
1303691,South/Central America & Carribean,Brazil,Sao Paulo,7,13,2001,12.611111111111112
1303692,South/Central America & Carribean,Brazil,Sao Paulo,7,14,2001,14.666666666666666
1303693,South/Central America & Carribean,Brazil,Sao Paulo,7,15,2001,16.833333333333332
1303694,South/Central America & Carribean,Brazil,Sao Paulo,7,16,2001,19.72222222222222
1303695,South/Central America & Carribean,Brazil,Sao Paulo,7,17,2001,21.611111111111114
1303696,South/Central America & Carribean,Brazil,Sao Paulo,7,18,2001,22.333333333333332
1303697,South/Central America & Carribean,Brazil,Sao Paulo,7,19,2001,20.888888888888886
1303698,South/Central America & Carribean,Brazil,Sao Paulo,7,20,2001,23.388888888888886
1303699,South/Central America & Carribean,Brazil,Sao Paulo,7,21,2001,23.5
1303700,South/Central America & Carribean,Brazil,Sao Paulo,7,22,2001,15.722222222222221
1303701,South/Central America & Carribean,Brazil,Sao Paulo,7,23,2001,13.499999999999998
1303702,South/Central America & Carribean,Brazil,Sao Paulo,7,24,2001,15.333333333333334
1303703,South/Central America & Carribean,Brazil,Sao Paulo,7,25,2001,16.72222222222222
1303704,South/Central America & Carribean,Brazil,Sao Paulo,7,26,2001,19.27777777777778
1303705,South/Central America & Carribean,Brazil,Sao Paulo,7,27,2001,17.83333333333333
1303706,South/Central America & Carribean,Brazil,Sao Paulo,7,28,2001,10.166666666666664
1303707,South/Central America & Carribean,Brazil,Sao Paulo,7,29,2001,10.277777777777779
1303708,South/Central America & Carribean,Brazil,Sao Paulo,7,30,2001,14.5
1303709,South/Central America & Carribean,Brazil,Sao Paulo,7,31,2001,17.83333333333333
1303710,South/Central America & Carribean,Brazil,Sao Paulo,8,1,2001,20.444444444444443
1303711,South/Central America & Carribean,Brazil,Sao Paulo,8,2,2001,20.0
1303712,South/Central America & Carribean,Brazil,Sao Paulo,8,3,2001,19.777777777777775
1303713,South/Central America & Carribean,Brazil,Sao Paulo,8,4,2001,19.88888888888889
1303714,South/Central America & Carribean,Brazil,Sao Paulo,8,5,2001,17.77777777777778
1303715,South/Central America & Carribean,Brazil,Sao Paulo,8,6,2001,17.666666666666668
1303716,South/Central America & Carribean,Brazil,Sao Paulo,8,7,2001,18.72222222222222
1303717,South/Central America & Carribean,Brazil,Sao Paulo,8,8,2001,17.77777777777778
1303718,South/Central America & Carribean,Brazil,Sao Paulo,8,9,2001,17.38888888888889
1303719,South/Central America & Carribean,Brazil,Sao Paulo,8,10,2001,16.333333333333332
1303720,South/Central America & Carribean,Brazil,Sao Paulo,8,11,2001,17.72222222222222
1303721,South/Central America & Carribean,Brazil,Sao Paulo,8,12,2001,17.444444444444443
1303722,South/Central America & Carribean,Brazil,Sao Paulo,8,13,2001,17.72222222222222
1303723,South/Central America & Carribean,Brazil,Sao Paulo,8,14,2001,18.5
1303724,South/Central America & Carribean,Brazil,Sao Paulo,8,15,2001,17.77777777777778
1303725,South/Central America & Carribean,Brazil,Sao Paulo,8,16,2001,18.61111111111111
1303726,South/Central America & Carribean,Brazil,Sao Paulo,8,17,2001,18.72222222222222
1303727,South/Central America & Carribean,Brazil,Sao Paulo,8,18,2001,20.555555555555557
1303728,South/Central America & Carribean,Brazil,Sao Paulo,8,19,2001,21.944444444444443
1303729,South/Central America & Carribean,Brazil,Sao Paulo,8,20,2001,20.944444444444443
1303730,South/Central America & Carribean,Brazil,Sao Paulo,8,21,2001,18.555555555555557
1303731,South/Central America & Carribean,Brazil,Sao Paulo,8,22,2001,16.166666666666668
1303732,South/Central America & Carribean,Brazil,Sao Paulo,8,23,2001,17.055555555555557
1303733,South/Central America & Carribean,Brazil,Sao Paulo,8,24,2001,19.222222222222218
1303734,South/Central America & Carribean,Brazil,Sao Paulo,8,25,2001,22.055555555555557
1303735,South/Central America & Carribean,Brazil,Sao Paulo,8,26,2001,22.22222222222222
1303736,South/Central America & Carribean,Brazil,Sao Paulo,8,27,2001,22.277777777777775
1303737,South/Central America & Carribean,Brazil,Sao Paulo,8,28,2001,20.944444444444443
1303738,South/Central America & Carribean,Brazil,Sao Paulo,8,29,2001,19.61111111111111
1303739,South/Central America & Carribean,Brazil,Sao Paulo,8,30,2001,22.722222222222225
1303740,South/Central America & Carribean,Brazil,Sao Paulo,8,31,2001,24.388888888888893
1303741,South/Central America & Carribean,Brazil,Sao Paulo,9,1,2001,24.444444444444443
1303742,South/Central America & Carribean,Brazil,Sao Paulo,9,2,2001,23.944444444444443
1303743,South/Central America & Carribean,Brazil,Sao Paulo,9,3,2001,23.88888888888889
1303744,South/Central America & Carribean,Brazil,Sao Paulo,9,4,2001,24.777777777777775
1303745,South/Central America & Carribean,Brazil,Sao Paulo,9,5,2001,19.88888888888889
1303746,South/Central America & Carribean,Brazil,Sao Paulo,9,6,2001,18.388888888888886
1303747,South/Central America & Carribean,Brazil,Sao Paulo,9,7,2001,17.333333333333332
1303748,South/Central America & Carribean,Brazil,Sao Paulo,9,8,2001,18.833333333333336
1303749,South/Central America & Carribean,Brazil,Sao Paulo,9,9,2001,21.333333333333336
1303750,South/Central America & Carribean,Brazil,Sao Paulo,9,10,2001,20.11111111111111
1303751,South/Central America & Carribean,Brazil,Sao Paulo,9,11,2001,17.72222222222222
1303752,South/Central America & Carribean,Brazil,Sao Paulo,9,12,2001,15.666666666666666
1303753,South/Central America & Carribean,Brazil,Sao Paulo,9,13,2001,19.055555555555557
1303754,South/Central America & Carribean,Brazil,Sao Paulo,9,14,2001,19.166666666666668
1303755,South/Central America & Carribean,Brazil,Sao Paulo,9,15,2001,18.333333333333332
1303756,South/Central America & Carribean,Brazil,Sao Paulo,9,16,2001,15.333333333333334
1303757,South/Central America & Carribean,Brazil,Sao Paulo,9,17,2001,11.833333333333332
1303758,South/Central America & Carribean,Brazil,Sao Paulo,9,18,2001,14.38888888888889
1303759,South/Central America & Carribean,Brazil,Sao Paulo,9,19,2001,15.666666666666666
1303760,South/Central America & Carribean,Brazil,Sao Paulo,9,20,2001,17.666666666666668
1303761,South/Central America & Carribean,Brazil,Sao Paulo,9,21,2001,18.000000000000004
1303762,South/Central America & Carribean,Brazil,Sao Paulo,9,22,2001,17.444444444444443
1303763,South/Central America & Carribean,Brazil,Sao Paulo,9,23,2001,18.111111111111107
1303764,South/Central America & Carribean,Brazil,Sao Paulo,9,24,2001,20.72222222222222
1303765,South/Central America & Carribean,Brazil,Sao Paulo,9,25,2001,20.888888888888886
1303766,South/Central America & Carribean,Brazil,Sao Paulo,9,26,2001,22.16666666666667
1303767,South/Central America & Carribean,Brazil,Sao Paulo,9,27,2001,18.72222222222222
1303768,South/Central America & Carribean,Brazil,Sao Paulo,9,28,2001,17.61111111111111
1303769,South/Central America & Carribean,Brazil,Sao Paulo,9,29,2001,18.000000000000004
1303770,South/Central America & Carribean,Brazil,Sao Paulo,9,30,2001,20.33333333333333
1303771,South/Central America & Carribean,Brazil,Sao Paulo,10,1,2001,20.11111111111111
1303772,South/Central America & Carribean,Brazil,Sao Paulo,10,2,2001,21.611111111111114
1303773,South/Central America & Carribean,Brazil,Sao Paulo,10,3,2001,19.88888888888889
1303774,South/Central America & Carribean,Brazil,Sao Paulo,10,4,2001,22.555555555555554
1303775,South/Central America & Carribean,Brazil,Sao Paulo,10,5,2001,20.72222222222222
1303776,South/Central America & Carribean,Brazil,Sao Paulo,10,6,2001,18.944444444444443
1303777,South/Central America & Carribean,Brazil,Sao Paulo,10,7,2001,18.61111111111111
1303778,South/Central America & Carribean,Brazil,Sao Paulo,10,8,2001,18.111111111111107
1303779,South/Central America & Carribean,Brazil,Sao Paulo,10,9,2001,18.88888888888889
1303780,South/Central America & Carribean,Brazil,Sao Paulo,10,10,2001,21.444444444444443
1303781,South/Central America & Carribean,Brazil,Sao Paulo,10,11,2001,20.944444444444443
1303782,South/Central America & Carribean,Brazil,Sao Paulo,10,12,2001,19.88888888888889
1303783,South/Central America & Carribean,Brazil,Sao Paulo,10,13,2001,20.555555555555557
1303784,South/Central America & Carribean,Brazil,Sao Paulo,10,14,2001,19.27777777777778
1303785,South/Central America & Carribean,Brazil,Sao Paulo,10,15,2001,20.166666666666668
1303786,South/Central America & Carribean,Brazil,Sao Paulo,10,16,2001,19.27777777777778
1303787,South/Central America & Carribean,Brazil,Sao Paulo,10,17,2001,19.777777777777775
1303788,South/Central America & Carribean,Brazil,Sao Paulo,10,18,2001,20.777777777777782
1303789,South/Central America & Carribean,Brazil,Sao Paulo,10,19,2001,20.38888888888889
1303790,South/Central America & Carribean,Brazil,Sao Paulo,10,20,2001,19.27777777777778
1303791,South/Central America & Carribean,Brazil,Sao Paulo,10,21,2001,21.999999999999996
1303792,South/Central America & Carribean,Brazil,Sao Paulo,10,22,2001,20.777777777777782
1303793,South/Central America & Carribean,Brazil,Sao Paulo,10,23,2001,20.611111111111107
1303794,South/Central America & Carribean,Brazil,Sao Paulo,10,24,2001,18.77777777777778
1303795,South/Central America & Carribean,Brazil,Sao Paulo,10,25,2001,19.777777777777775
1303796,South/Central America & Carribean,Brazil,Sao Paulo,10,26,2001,19.444444444444443
1303797,South/Central America & Carribean,Brazil,Sao Paulo,10,27,2001,19.61111111111111
1303798,South/Central America & Carribean,Brazil,Sao Paulo,10,28,2001,22.11111111111111
1303799,South/Central America & Carribean,Brazil,Sao Paulo,10,29,2001,23.88888888888889
1303800,South/Central America & Carribean,Brazil,Sao Paulo,10,30,2001,24.555555555555557
1303801,South/Central America & Carribean,Brazil,Sao Paulo,10,31,2001,21.11111111111111
1303802,South/Central America & Carribean,Brazil,Sao Paulo,11,1,2001,20.27777777777778
1303803,South/Central America & Carribean,Brazil,Sao Paulo,11,2,2001,18.277777777777782
1303804,South/Central America & Carribean,Brazil,Sao Paulo,11,3,2001,16.055555555555557
1303805,South/Central America & Carribean,Brazil,Sao Paulo,11,4,2001,15.777777777777779
1303806,South/Central America & Carribean,Brazil,Sao Paulo,11,5,2001,19.444444444444443
1303807,South/Central America & Carribean,Brazil,Sao Paulo,11,6,2001,20.888888888888886
1303808,South/Central America & Carribean,Brazil,Sao Paulo,11,7,2001,24.88888888888889
1303809,South/Central America & Carribean,Brazil,Sao Paulo,11,8,2001,26.166666666666664
1303810,South/Central America & Carribean,Brazil,Sao Paulo,11,9,2001,21.27777777777778
1303811,South/Central America & Carribean,Brazil,Sao Paulo,11,10,2001,23.22222222222222
1303812,South/Central America & Carribean,Brazil,Sao Paulo,11,11,2001,23.055555555555557
1303813,South/Central America & Carribean,Brazil,Sao Paulo,11,12,2001,20.888888888888886
1303814,South/Central America & Carribean,Brazil,Sao Paulo,11,13,2001,20.0
1303815,South/Central America & Carribean,Brazil,Sao Paulo,11,14,2001,21.666666666666668
1303816,South/Central America & Carribean,Brazil,Sao Paulo,11,15,2001,22.555555555555554
1303817,South/Central America & Carribean,Brazil,Sao Paulo,11,16,2001,20.500000000000004
1303818,South/Central America & Carribean,Brazil,Sao Paulo,11,17,2001,20.11111111111111
1303819,South/Central America & Carribean,Brazil,Sao Paulo,11,18,2001,19.66666666666667
1303820,South/Central America & Carribean,Brazil,Sao Paulo,11,19,2001,20.944444444444443
1303821,South/Central America & Carribean,Brazil,Sao Paulo,11,20,2001,22.22222222222222
1303822,South/Central America & Carribean,Brazil,Sao Paulo,11,21,2001,22.722222222222225
1303823,South/Central America & Carribean,Brazil,Sao Paulo,11,22,2001,24.555555555555557
1303824,South/Central America & Carribean,Brazil,Sao Paulo,11,23,2001,24.777777777777775
1303825,South/Central America & Carribean,Brazil,Sao Paulo,11,24,2001,26.27777777777778
1303826,South/Central America & Carribean,Brazil,Sao Paulo,11,25,2001,24.555555555555557
1303827,South/Central America & Carribean,Brazil,Sao Paulo,11,26,2001,23.944444444444443
1303828,South/Central America & Carribean,Brazil,Sao Paulo,11,27,2001,24.66666666666667
1303829,South/Central America & Carribean,Brazil,Sao Paulo,11,28,2001,22.83333333333333
1303830,South/Central America & Carribean,Brazil,Sao Paulo,11,29,2001,22.61111111111111
1303831,South/Central America & Carribean,Brazil,Sao Paulo,11,30,2001,23.000000000000004
1303832,South/Central America & Carribean,Brazil,Sao Paulo,12,1,2001,22.77777777777778
1303833,South/Central America & Carribean,Brazil,Sao Paulo,12,2,2001,20.055555555555554
1303834,South/Central America & Carribean,Brazil,Sao Paulo,12,3,2001,20.0
1303835,South/Central America & Carribean,Brazil,Sao Paulo,12,4,2001,20.611111111111107
1303836,South/Central America & Carribean,Brazil,Sao Paulo,12,5,2001,23.666666666666664
1303837,South/Central America & Carribean,Brazil,Sao Paulo,12,6,2001,23.77777777777778
1303838,South/Central America & Carribean,Brazil,Sao Paulo,12,7,2001,25.0
1303839,South/Central America & Carribean,Brazil,Sao Paulo,12,8,2001,25.27777777777778
1303840,South/Central America & Carribean,Brazil,Sao Paulo,12,9,2001,22.88888888888889
1303841,South/Central America & Carribean,Brazil,Sao Paulo,12,10,2001,21.611111111111114
1303842,South/Central America & Carribean,Brazil,Sao Paulo,12,11,2001,21.888888888888893
1303843,South/Central America & Carribean,Brazil,Sao Paulo,12,12,2001,23.166666666666668
1303844,South/Central America & Carribean,Brazil,Sao Paulo,12,13,2001,21.666666666666668
1303845,South/Central America & Carribean,Brazil,Sao Paulo,12,14,2001,21.333333333333336
1303846,South/Central America & Carribean,Brazil,Sao Paulo,12,15,2001,20.666666666666668
1303847,South/Central America & Carribean,Brazil,Sao Paulo,12,16,2001,20.777777777777782
1303848,South/Central America & Carribean,Brazil,Sao Paulo,12,17,2001,23.88888888888889
1303849,South/Central America & Carribean,Brazil,Sao Paulo,12,18,2001,25.0
1303850,South/Central America & Carribean,Brazil,Sao Paulo,12,19,2001,25.27777777777778
1303851,South/Central America & Carribean,Brazil,Sao Paulo,12,20,2001,25.11111111111111
1303852,South/Central America & Carribean,Brazil,Sao Paulo,12,21,2001,25.888888888888886
1303853,South/Central America & Carribean,Brazil,Sao Paulo,12,22,2001,24.166666666666668
1303854,South/Central America & Carribean,Brazil,Sao Paulo,12,23,2001,21.5
1303855,South/Central America & Carribean,Brazil,Sao Paulo,12,24,2001,17.555555555555557
1303856,South/Central America & Carribean,Brazil,Sao Paulo,12,25,2001,19.0
1303857,South/Central America & Carribean,Brazil,Sao Paulo,12,26,2001,19.388888888888893
1303858,South/Central America & Carribean,Brazil,Sao Paulo,12,27,2001,21.333333333333336
1303859,South/Central America & Carribean,Brazil,Sao Paulo,12,28,2001,22.444444444444446
1303860,South/Central America & Carribean,Brazil,Sao Paulo,12,29,2001,21.27777777777778
1303861,South/Central America & Carribean,Brazil,Sao Paulo,12,30,2001,21.333333333333336
1303862,South/Central America & Carribean,Brazil,Sao Paulo,12,31,2001,23.22222222222222
1303863,South/Central America & Carribean,Brazil,Sao Paulo,1,1,2002,23.77777777777778
1303864,South/Central America & Carribean,Brazil,Sao Paulo,1,2,2002,23.88888888888889
1303865,South/Central America & Carribean,Brazil,Sao Paulo,1,3,2002,24.055555555555557
1303866,South/Central America & Carribean,Brazil,Sao Paulo,1,4,2002,23.88888888888889
1303867,South/Central America & Carribean,Brazil,Sao Paulo,1,5,2002,23.22222222222222
1303868,South/Central America & Carribean,Brazil,Sao Paulo,1,6,2002,25.27777777777778
1303869,South/Central America & Carribean,Brazil,Sao Paulo,1,7,2002,23.444444444444443
1303870,South/Central America & Carribean,Brazil,Sao Paulo,1,8,2002,23.000000000000004
1303871,South/Central America & Carribean,Brazil,Sao Paulo,1,9,2002,22.11111111111111
1303872,South/Central America & Carribean,Brazil,Sao Paulo,1,10,2002,23.333333333333332
1303873,South/Central America & Carribean,Brazil,Sao Paulo,1,11,2002,23.111111111111107
1303874,South/Central America & Carribean,Brazil,Sao Paulo,1,12,2002,21.22222222222222
1303875,South/Central America & Carribean,Brazil,Sao Paulo,1,13,2002,20.611111111111107
1303876,South/Central America & Carribean,Brazil,Sao Paulo,1,14,2002,23.055555555555557
1303877,South/Central America & Carribean,Brazil,Sao Paulo,1,15,2002,21.611111111111114
1303878,South/Central America & Carribean,Brazil,Sao Paulo,1,16,2002,18.555555555555557
1303879,South/Central America & Carribean,Brazil,Sao Paulo,1,17,2002,19.0
1303880,South/Central America & Carribean,Brazil,Sao Paulo,1,18,2002,19.27777777777778
