,Region,Country,City,Month,Day,Year,Celsius
1301306,South/Central America & Carribean,Brazil,Sao Paulo,1,1,1995,22.11111111111111
1301307,South/Central America & Carribean,Brazil,Sao Paulo,1,2,1995,23.055555555555557
1301308,South/Central America & Carribean,Brazil,Sao Paulo,1,3,1995,22.61111111111111
1301309,South/Central America & Carribean,Brazil,Sao Paulo,1,4,1995,22.61111111111111
1301310,South/Central America & Carribean,Brazil,Sao Paulo,1,5,1995,24.055555555555557
1301311,South/Central America & Carribean,Brazil,Sao Paulo,1,6,1995,25.777777777777782
1301312,South/Central America & Carribean,Brazil,Sao Paulo,1,7,1995,26.22222222222222
1301313,South/Central America & Carribean,Brazil,Sao Paulo,1,8,1995,23.72222222222222
1301314,South/Central America & Carribean,Brazil,Sao Paulo,1,9,1995,24.166666666666668
1301315,South/Central America & Carribean,Brazil,Sao Paulo,1,10,1995,25.72222222222222
1301316,South/Central America & Carribean,Brazil,Sao Paulo,1,11,1995,22.88888888888889
1301317,South/Central America & Carribean,Brazil,Sao Paulo,1,12,1995,22.277777777777775
1301318,South/Central America & Carribean,Brazil,Sao Paulo,1,13,1995,23.166666666666668
1301319,South/Central America & Carribean,Brazil,Sao Paulo,1,14,1995,24.27777777777778
1301320,South/Central America & Carribean,Brazil,Sao Paulo,1,15,1995,25.777777777777782
1301321,South/Central America & Carribean,Brazil,Sao Paulo,1,16,1995,28.166666666666668
1301322,South/Central America & Carribean,Brazil,Sao Paulo,1,17,1995,27.5
1301323,South/Central America & Carribean,Brazil,Sao Paulo,1,18,1995,23.72222222222222
1301324,South/Central America & Carribean,Brazil,Sao Paulo,1,19,1995,24.27777777777778
1301325,South/Central America & Carribean,Brazil,Sao Paulo,1,20,1995,23.77777777777778
1301326,South/Central America & Carribean,Brazil,Sao Paulo,1,21,1995,23.77777777777778
1301327,South/Central America & Carribean,Brazil,Sao Paulo,1,22,1995,21.77777777777778
1301328,South/Central America & Carribean,Brazil,Sao Paulo,1,23,1995,21.444444444444443
1301329,South/Central America & Carribean,Brazil,Sao Paulo,1,24,1995,22.666666666666668
1301330,South/Central America & Carribean,Brazil,Sao Paulo,1,25,1995,24.72222222222222
1301331,South/Central America & Carribean,Brazil,Sao Paulo,1,26,1995,25.666666666666668
1301332,South/Central America & Carribean,Brazil,Sao Paulo,1,27,1995,24.72222222222222
1301333,South/Central America & Carribean,Brazil,Sao Paulo,1,28,1995,22.16666666666667
1301334,South/Central America & Carribean,Brazil,Sao Paulo,1,29,1995,21.999999999999996
1301335,South/Central America & Carribean,Brazil,Sao Paulo,1,30,1995,22.055555555555557
1301336,South/Central America & Carribean,Brazil,Sao Paulo,1,31,1995,22.22222222222222
1301337,South/Central America & Carribean,Brazil,Sao Paulo,2,1,1995,22.88888888888889
1301338,South/Central America & Carribean,Brazil,Sao Paulo,2,2,1995,23.72222222222222
1301339,South/Central America & Carribean,Brazil,Sao Paulo,2,3,1995,20.833333333333332
1301340,South/Central America & Carribean,Brazil,Sao Paulo,2,4,1995,19.88888888888889
1301341,South/Central America & Carribean,Brazil,Sao Paulo,2,5,1995,20.72222222222222
1301342,South/Central America & Carribean,Brazil,Sao Paulo,2,6,1995,19.72222222222222
1301343,South/Central America & Carribean,Brazil,Sao Paulo,2,7,1995,18.388888888888886
1301344,South/Central America & Carribean,Brazil,Sao Paulo,2,8,1995,19.388888888888893
1301345,South/Central America & Carribean,Brazil,Sao Paulo,2,9,1995,20.777777777777782
1301346,South/Central America & Carribean,Brazil,Sao Paulo,2,10,1995,22.333333333333332
1301347,South/Central America & Carribean,Brazil,Sao Paulo,2,11,1995,21.833333333333332
1301348,South/Central America & Carribean,Brazil,Sao Paulo,2,12,1995,21.166666666666664
1301349,South/Central America & Carribean,Brazil,Sao Paulo,2,13,1995,21.611111111111114
1301350,South/Central America & Carribean,Brazil,Sao Paulo,2,14,1995,22.555555555555554
1301351,South/Central America & Carribean,Brazil,Sao Paulo,2,15,1995,23.944444444444443
1301352,South/Central America & Carribean,Brazil,Sao Paulo,2,16,1995,23.61111111111111
1301353,South/Central America & Carribean,Brazil,Sao Paulo,2,17,1995,23.277777777777782
1301354,South/Central America & Carribean,Brazil,Sao Paulo,2,18,1995,22.666666666666668
1301355,South/Central America & Carribean,Brazil,Sao Paulo,2,19,1995,20.27777777777778
1301356,South/Central America & Carribean,Brazil,Sao Paulo,2,20,1995,19.499999999999996
1301357,South/Central America & Carribean,Brazil,Sao Paulo,2,21,1995,22.61111111111111
1301358,South/Central America & Carribean,Brazil,Sao Paulo,2,22,1995,24.61111111111111
1301359,South/Central America & Carribean,Brazil,Sao Paulo,2,23,1995,26.944444444444443
1301360,South/Central America & Carribean,Brazil,Sao Paulo,2,24,1995,27.722222222222225
1301361,South/Central America & Carribean,Brazil,Sao Paulo,2,25,1995,27.444444444444446
1301362,South/Central America & Carribean,Brazil,Sao Paulo,2,26,1995,25.055555555555554
1301363,South/Central America & Carribean,Brazil,Sao Paulo,2,27,1995,25.777777777777782
1301364,South/Central America & Carribean,Brazil,Sao Paulo,2,28,1995,26.888888888888893
1301365,South/Central America & Carribean,Brazil,Sao Paulo,3,1,1995,24.944444444444446
1301366,South/Central America & Carribean,Brazil,Sao Paulo,3,2,1995,25.944444444444443
1301367,South/Central America & Carribean,Brazil,Sao Paulo,3,3,1995,25.500000000000004
1301368,South/Central America & Carribean,Brazil,Sao Paulo,3,4,1995,24.055555555555557
1301369,South/Central America & Carribean,Brazil,Sao Paulo,3,5,1995,25.555555555555557
1301370,South/Central America & Carribean,Brazil,Sao Paulo,3,6,1995,23.333333333333332
1301371,South/Central America & Carribean,Brazil,Sao Paulo,3,7,1995,23.388888888888886
1301372,South/Central America & Carribean,Brazil,Sao Paulo,3,8,1995,25.500000000000004
1301373,South/Central America & Carribean,Brazil,Sao Paulo,3,9,1995,23.666666666666664
1301374,South/Central America & Carribean,Brazil,Sao Paulo,3,10,1995,19.833333333333332
1301375,South/Central America & Carribean,Brazil,Sao Paulo,3,11,1995,20.055555555555554
1301376,South/Central America & Carribean,Brazil,Sao Paulo,3,12,1995,20.777777777777782
1301377,South/Central America & Carribean,Brazil,Sao Paulo,3,13,1995,18.333333333333332
1301378,South/Central America & Carribean,Brazil,Sao Paulo,3,14,1995,17.72222222222222
1301379,South/Central America & Carribean,Brazil,Sao Paulo,3,15,1995,17.72222222222222
1301380,South/Central America & Carribean,Brazil,Sao Paulo,3,16,1995,20.11111111111111
1301381,South/Central America & Carribean,Brazil,Sao Paulo,3,17,1995,22.11111111111111
1301382,South/Central America & Carribean,Brazil,Sao Paulo,3,18,1995,21.888888888888893
1301383,South/Central America & Carribean,Brazil,Sao Paulo,3,19,1995,21.166666666666664
1301384,South/Central America & Carribean,Brazil,Sao Paulo,3,20,1995,21.555555555555557
1301385,South/Central America & Carribean,Brazil,Sao Paulo,3,21,1995,21.77777777777778
1301386,South/Central America & Carribean,Brazil,Sao Paulo,3,22,1995,20.777777777777782
1301387,South/Central America & Carribean,Brazil,Sao Paulo,3,23,1995,21.944444444444443
1301388,South/Central America & Carribean,Brazil,Sao Paulo,3,24,1995,21.555555555555557
1301389,South/Central America & Carribean,Brazil,Sao Paulo,3,25,1995,18.77777777777778
1301390,South/Central America & Carribean,Brazil,Sao Paulo,3,26,1995,19.388888888888893
1301391,South/Central America & Carribean,Brazil,Sao Paulo,3,27,1995,19.499999999999996
1301392,South/Central America & Carribean,Brazil,Sao Paulo,3,28,1995,19.777777777777775
1301393,South/Central America & Carribean,Brazil,Sao Paulo,3,29,1995,23.444444444444443
1301394,South/Central America & Carribean,Brazil,Sao Paulo,3,30,1995,20.888888888888886
1301395,South/Central America & Carribean,Brazil,Sao Paulo,3,31,1995,22.444444444444446
1301396,South/Central America & Carribean,Brazil,Sao Paulo,4,1,1995,21.611111111111114
1301397,South/Central America & Carribean,Brazil,Sao Paulo,4,2,1995,22.5
1301398,South/Central America & Carribean,Brazil,Sao Paulo,4,3,1995,19.833333333333332
1301399,South/Central America & Carribean,Brazil,Sao Paulo,4,4,1995,19.055555555555557
1301400,South/Central America & Carribean,Brazil,Sao Paulo,4,5,1995,20.444444444444443
1301401,South/Central America & Carribean,Brazil,Sao Paulo,4,6,1995,20.555555555555557
1301402,South/Central America & Carribean,Brazil,Sao Paulo,4,7,1995,21.444444444444443
1301403,South/Central America & Carribean,Brazil,Sao Paulo,4,8,1995,22.444444444444446
1301404,South/Central America & Carribean,Brazil,Sao Paulo,4,9,1995,21.666666666666668
1301405,South/Central America & Carribean,Brazil,Sao Paulo,4,10,1995,22.77777777777778
1301406,South/Central America & Carribean,Brazil,Sao Paulo,4,11,1995,23.72222222222222
1301407,South/Central America & Carribean,Brazil,Sao Paulo,4,12,1995,18.5
1301408,South/Central America & Carribean,Brazil,Sao Paulo,4,13,1995,16.5
1301409,South/Central America & Carribean,Brazil,Sao Paulo,4,14,1995,16.22222222222222
1301410,South/Central America & Carribean,Brazil,Sao Paulo,4,15,1995,16.555555555555557
1301411,South/Central America & Carribean,Brazil,Sao Paulo,4,16,1995,18.444444444444443
1301412,South/Central America & Carribean,Brazil,Sao Paulo,4,17,1995,20.0
1301413,South/Central America & Carribean,Brazil,Sao Paulo,4,18,1995,21.444444444444443
1301414,South/Central America & Carribean,Brazil,Sao Paulo,4,19,1995,21.944444444444443
1301415,South/Central America & Carribean,Brazil,Sao Paulo,4,20,1995,20.27777777777778
1301416,South/Central America & Carribean,Brazil,Sao Paulo,4,21,1995,18.111111111111107
1301417,South/Central America & Carribean,Brazil,Sao Paulo,4,22,1995,17.666666666666668
1301418,South/Central America & Carribean,Brazil,Sao Paulo,4,23,1995,20.055555555555554
1301419,South/Central America & Carribean,Brazil,Sao Paulo,4,24,1995,20.166666666666668
1301420,South/Central America & Carribean,Brazil,Sao Paulo,4,25,1995,17.61111111111111
1301421,South/Central America & Carribean,Brazil,Sao Paulo,4,26,1995,18.166666666666668
1301422,South/Central America & Carribean,Brazil,Sao Paulo,4,27,1995,18.88888888888889
1301423,South/Central America & Carribean,Brazil,Sao Paulo,4,28,1995,18.72222222222222
1301424,South/Central America & Carribean,Brazil,Sao Paulo,4,29,1995,20.944444444444443
1301425,South/Central America & Carribean,Brazil,Sao Paulo,4,30,1995,22.5
1301426,South/Central America & Carribean,Brazil,Sao Paulo,5,1,1995,23.166666666666668
1301427,South/Central America & Carribean,Brazil,Sao Paulo,5,2,1995,22.22222222222222
1301428,South/Central America & Carribean,Brazil,Sao Paulo,5,3,1995,19.222222222222218
1301429,South/Central America & Carribean,Brazil,Sao Paulo,5,4,1995,20.777777777777782
1301430,South/Central America & Carribean,Brazil,Sao Paulo,5,5,1995,20.27777777777778
1301431,South/Central America & Carribean,Brazil,Sao Paulo,5,6,1995,20.222222222222225
1301432,South/Central America & Carribean,Brazil,Sao Paulo,5,7,1995,19.111111111111114
1301433,South/Central America & Carribean,Brazil,Sao Paulo,5,8,1995,17.555555555555557
1301434,South/Central America & Carribean,Brazil,Sao Paulo,5,9,1995,18.833333333333336
1301435,South/Central America & Carribean,Brazil,Sao Paulo,5,10,1995,16.38888888888889
1301436,South/Central America & Carribean,Brazil,Sao Paulo,5,11,1995,16.166666666666668
1301437,South/Central America & Carribean,Brazil,Sao Paulo,5,12,1995,17.77777777777778
1301438,South/Central America & Carribean,Brazil,Sao Paulo,5,13,1995,18.88888888888889
1301439,South/Central America & Carribean,Brazil,Sao Paulo,5,14,1995,19.222222222222218
1301440,South/Central America & Carribean,Brazil,Sao Paulo,5,15,1995,20.444444444444443
1301441,South/Central America & Carribean,Brazil,Sao Paulo,5,16,1995,21.611111111111114
1301442,South/Central America & Carribean,Brazil,Sao Paulo,5,17,1995,22.83333333333333
1301443,South/Central America & Carribean,Brazil,Sao Paulo,5,18,1995,16.88888888888889
1301444,South/Central America & Carribean,Brazil,Sao Paulo,5,19,1995,14.11111111111111
1301445,South/Central America & Carribean,Brazil,Sao Paulo,5,20,1995,13.833333333333334
1301446,South/Central America & Carribean,Brazil,Sao Paulo,5,21,1995,13.944444444444445
1301447,South/Central America & Carribean,Brazil,Sao Paulo,5,22,1995,14.722222222222221
1301448,South/Central America & Carribean,Brazil,Sao Paulo,5,23,1995,15.722222222222221
1301449,South/Central America & Carribean,Brazil,Sao Paulo,5,24,1995,16.61111111111111
1301450,South/Central America & Carribean,Brazil,Sao Paulo,5,25,1995,16.22222222222222
1301451,South/Central America & Carribean,Brazil,Sao Paulo,5,26,1995,14.333333333333334
1301452,South/Central America & Carribean,Brazil,Sao Paulo,5,27,1995,15.444444444444445
1301453,South/Central America & Carribean,Brazil,Sao Paulo,5,28,1995,15.944444444444445
1301454,South/Central America & Carribean,Brazil,Sao Paulo,5,29,1995,17.72222222222222
1301455,South/Central America & Carribean,Brazil,Sao Paulo,5,30,1995,15.11111111111111
1301456,South/Central America & Carribean,Brazil,Sao Paulo,5,31,1995,13.833333333333334
1301457,South/Central America & Carribean,Brazil,Sao Paulo,6,1,1995,16.72222222222222
1301458,South/Central America & Carribean,Brazil,Sao Paulo,6,2,1995,17.22222222222222
1301459,South/Central America & Carribean,Brazil,Sao Paulo,6,3,1995,14.833333333333334
1301460,South/Central America & Carribean,Brazil,Sao Paulo,6,4,1995,14.38888888888889
1301461,South/Central America & Carribean,Brazil,Sao Paulo,6,5,1995,15.055555555555555
1301462,South/Central America & Carribean,Brazil,Sao Paulo,6,6,1995,17.27777777777778
1301463,South/Central America & Carribean,Brazil,Sao Paulo,6,7,1995,19.333333333333332
1301464,South/Central America & Carribean,Brazil,Sao Paulo,6,8,1995,17.27777777777778
1301465,South/Central America & Carribean,Brazil,Sao Paulo,6,9,1995,18.277777777777782
1301466,South/Central America & Carribean,Brazil,Sao Paulo,6,10,1995,19.499999999999996
1301467,South/Central America & Carribean,Brazil,Sao Paulo,6,11,1995,18.5
1301468,South/Central America & Carribean,Brazil,Sao Paulo,6,12,1995,18.61111111111111
1301469,South/Central America & Carribean,Brazil,Sao Paulo,6,13,1995,18.72222222222222
1301470,South/Central America & Carribean,Brazil,Sao Paulo,6,14,1995,17.333333333333332
1301471,South/Central America & Carribean,Brazil,Sao Paulo,6,15,1995,18.22222222222222
1301472,South/Central America & Carribean,Brazil,Sao Paulo,6,16,1995,20.444444444444443
1301473,South/Central America & Carribean,Brazil,Sao Paulo,6,17,1995,19.055555555555557
1301474,South/Central America & Carribean,Brazil,Sao Paulo,6,18,1995,16.38888888888889
1301475,South/Central America & Carribean,Brazil,Sao Paulo,6,19,1995,14.444444444444445
1301476,South/Central America & Carribean,Brazil,Sao Paulo,6,20,1995,12.833333333333334
1301477,South/Central America & Carribean,Brazil,Sao Paulo,6,21,1995,13.944444444444445
1301478,South/Central America & Carribean,Brazil,Sao Paulo,6,22,1995,15.666666666666666
1301479,South/Central America & Carribean,Brazil,Sao Paulo,6,23,1995,17.555555555555557
1301480,South/Central America & Carribean,Brazil,Sao Paulo,6,24,1995,19.388888888888893
1301481,South/Central America & Carribean,Brazil,Sao Paulo,6,25,1995,18.055555555555557
1301482,South/Central America & Carribean,Brazil,Sao Paulo,6,26,1995,15.0
1301483,South/Central America & Carribean,Brazil,Sao Paulo,6,27,1995,18.055555555555557
1301484,South/Central America & Carribean,Brazil,Sao Paulo,6,28,1995,21.055555555555557
1301485,South/Central America & Carribean,Brazil,Sao Paulo,6,29,1995,15.777777777777779
1301486,South/Central America & Carribean,Brazil,Sao Paulo,6,30,1995,14.5
1301487,South/Central America & Carribean,Brazil,Sao Paulo,7,1,1995,17.055555555555557
1301488,South/Central America & Carribean,Brazil,Sao Paulo,7,2,1995,18.111111111111107
1301489,South/Central America & Carribean,Brazil,Sao Paulo,7,3,1995,20.11111111111111
1301490,South/Central America & Carribean,Brazil,Sao Paulo,7,4,1995,16.944444444444443
1301491,South/Central America & Carribean,Brazil,Sao Paulo,7,5,1995,19.111111111111114
1301492,South/Central America & Carribean,Brazil,Sao Paulo,7,6,1995,21.444444444444443
1301493,South/Central America & Carribean,Brazil,Sao Paulo,7,7,1995,19.27777777777778
1301494,South/Central America & Carribean,Brazil,Sao Paulo,7,8,1995,13.38888888888889
1301495,South/Central America & Carribean,Brazil,Sao Paulo,7,9,1995,14.11111111111111
1301496,South/Central America & Carribean,Brazil,Sao Paulo,7,10,1995,15.055555555555555
1301497,South/Central America & Carribean,Brazil,Sao Paulo,7,11,1995,15.166666666666666
1301498,South/Central America & Carribean,Brazil,Sao Paulo,7,12,1995,16.166666666666668
1301499,South/Central America & Carribean,Brazil,Sao Paulo,7,13,1995,18.77777777777778
1301500,South/Central America & Carribean,Brazil,Sao Paulo,7,14,1995,19.777777777777775
1301501,South/Central America & Carribean,Brazil,Sao Paulo,7,15,1995,21.444444444444443
1301502,South/Central America & Carribean,Brazil,Sao Paulo,7,16,1995,21.666666666666668
1301503,South/Central America & Carribean,Brazil,Sao Paulo,7,17,1995,20.444444444444443
1301504,South/Central America & Carribean,Brazil,Sao Paulo,7,18,1995,20.38888888888889
1301505,South/Central America & Carribean,Brazil,Sao Paulo,7,19,1995,19.777777777777775
1301506,South/Central America & Carribean,Brazil,Sao Paulo,7,20,1995,18.5
1301507,South/Central America & Carribean,Brazil,Sao Paulo,7,21,1995,14.11111111111111
1301508,South/Central America & Carribean,Brazil,Sao Paulo,7,22,1995,12.944444444444443
1301509,South/Central America & Carribean,Brazil,Sao Paulo,7,23,1995,16.22222222222222
1301510,South/Central America & Carribean,Brazil,Sao Paulo,7,24,1995,17.5
1301511,South/Central America & Carribean,Brazil,Sao Paulo,7,25,1995,19.88888888888889
1301512,South/Central America & Carribean,Brazil,Sao Paulo,7,26,1995,20.33333333333333
1301513,South/Central America & Carribean,Brazil,Sao Paulo,7,27,1995,20.222222222222225
1301514,South/Central America & Carribean,Brazil,Sao Paulo,7,28,1995,20.833333333333332
1301515,South/Central America & Carribean,Brazil,Sao Paulo,7,29,1995,20.72222222222222
1301516,South/Central America & Carribean,Brazil,Sao Paulo,7,30,1995,20.38888888888889
1301517,South/Central America & Carribean,Brazil,Sao Paulo,7,31,1995,18.444444444444443
1301518,South/Central America & Carribean,Brazil,Sao Paulo,8,1,1995,19.055555555555557
1301519,South/Central America & Carribean,Brazil,Sao Paulo,8,2,1995,20.0
1301520,South/Central America & Carribean,Brazil,Sao Paulo,8,3,1995,21.444444444444443
1301521,South/Central America & Carribean,Brazil,Sao Paulo,8,4,1995,16.5
1301522,South/Central America & Carribean,Brazil,Sao Paulo,8,5,1995,10.944444444444446
1301523,South/Central America & Carribean,Brazil,Sao Paulo,8,6,1995,12.944444444444443
1301524,South/Central America & Carribean,Brazil,Sao Paulo,8,7,1995,18.444444444444443
1301525,South/Central America & Carribean,Brazil,Sao Paulo,8,8,1995,19.61111111111111
1301526,South/Central America & Carribean,Brazil,Sao Paulo,8,9,1995,19.88888888888889
1301527,South/Central America & Carribean,Brazil,Sao Paulo,8,10,1995,19.833333333333332
1301528,South/Central America & Carribean,Brazil,Sao Paulo,8,11,1995,19.333333333333332
1301529,South/Central America & Carribean,Brazil,Sao Paulo,8,12,1995,22.22222222222222
1301530,South/Central America & Carribean,Brazil,Sao Paulo,8,13,1995,22.61111111111111
1301531,South/Central America & Carribean,Brazil,Sao Paulo,8,14,1995,23.000000000000004
1301532,South/Central America & Carribean,Brazil,Sao Paulo,8,15,1995,23.944444444444443
1301533,South/Central America & Carribean,Brazil,Sao Paulo,8,16,1995,18.111111111111107
1301534,South/Central America & Carribean,Brazil,Sao Paulo,8,17,1995,15.333333333333334
1301535,South/Central America & Carribean,Brazil,Sao Paulo,8,18,1995,19.222222222222218
1301536,South/Central America & Carribean,Brazil,Sao Paulo,8,19,1995,14.333333333333334
1301537,South/Central America & Carribean,Brazil,Sao Paulo,8,20,1995,13.38888888888889
1301538,South/Central America & Carribean,Brazil,Sao Paulo,8,21,1995,16.5
1301539,South/Central America & Carribean,Brazil,Sao Paulo,8,22,1995,19.555555555555557
1301540,South/Central America & Carribean,Brazil,Sao Paulo,8,23,1995,20.944444444444443
1301541,South/Central America & Carribean,Brazil,Sao Paulo,8,24,1995,21.22222222222222
1301542,South/Central America & Carribean,Brazil,Sao Paulo,8,25,1995,20.11111111111111
1301543,South/Central America & Carribean,Brazil,Sao Paulo,8,26,1995,20.500000000000004
1301544,South/Central America & Carribean,Brazil,Sao Paulo,8,27,1995,21.555555555555557
1301545,South/Central America & Carribean,Brazil,Sao Paulo,8,28,1995,22.38888888888889
1301546,South/Central America & Carribean,Brazil,Sao Paulo,8,29,1995,21.555555555555557
1301547,South/Central America & Carribean,Brazil,Sao Paulo,8,30,1995,22.22222222222222
1301548,South/Central America & Carribean,Brazil,Sao Paulo,8,31,1995,23.833333333333336
1301549,South/Central America & Carribean,Brazil,Sao Paulo,9,1,1995,23.88888888888889
1301550,South/Central America & Carribean,Brazil,Sao Paulo,9,2,1995,18.5
1301551,South/Central America & Carribean,Brazil,Sao Paulo,9,3,1995,14.777777777777779
1301552,South/Central America & Carribean,Brazil,Sao Paulo,9,4,1995,14.222222222222221
1301553,South/Central America & Carribean,Brazil,Sao Paulo,9,5,1995,15.11111111111111
1301554,South/Central America & Carribean,Brazil,Sao Paulo,9,6,1995,16.88888888888889
1301555,South/Central America & Carribean,Brazil,Sao Paulo,9,7,1995,17.72222222222222
1301556,South/Central America & Carribean,Brazil,Sao Paulo,9,8,1995,20.0
1301557,South/Central America & Carribean,Brazil,Sao Paulo,9,9,1995,21.666666666666668
1301558,South/Central America & Carribean,Brazil,Sao Paulo,9,10,1995,23.61111111111111
1301559,South/Central America & Carribean,Brazil,Sao Paulo,9,11,1995,24.777777777777775
1301560,South/Central America & Carribean,Brazil,Sao Paulo,9,12,1995,17.77777777777778
1301561,South/Central America & Carribean,Brazil,Sao Paulo,9,13,1995,15.0
1301562,South/Central America & Carribean,Brazil,Sao Paulo,9,14,1995,22.277777777777775
1301563,South/Central America & Carribean,Brazil,Sao Paulo,9,15,1995,16.055555555555557
1301564,South/Central America & Carribean,Brazil,Sao Paulo,9,16,1995,13.666666666666666
1301565,South/Central America & Carribean,Brazil,Sao Paulo,9,17,1995,15.0
1301566,South/Central America & Carribean,Brazil,Sao Paulo,9,18,1995,21.22222222222222
1301567,South/Central America & Carribean,Brazil,Sao Paulo,9,19,1995,21.0
1301568,South/Central America & Carribean,Brazil,Sao Paulo,9,20,1995,12.222222222222221
1301569,South/Central America & Carribean,Brazil,Sao Paulo,9,21,1995,12.333333333333336
1301570,South/Central America & Carribean,Brazil,Sao Paulo,9,22,1995,16.333333333333332
1301571,South/Central America & Carribean,Brazil,Sao Paulo,9,23,1995,15.88888888888889
1301572,South/Central America & Carribean,Brazil,Sao Paulo,9,24,1995,17.72222222222222
1301573,South/Central America & Carribean,Brazil,Sao Paulo,9,25,1995,17.0
1301574,South/Central America & Carribean,Brazil,Sao Paulo,9,26,1995,16.88888888888889
1301575,South/Central America & Carribean,Brazil,Sao Paulo,9,27,1995,17.83333333333333
1301576,South/Central America & Carribean,Brazil,Sao Paulo,9,28,1995,16.833333333333332
1301577,South/Central America & Carribean,Brazil,Sao Paulo,9,29,1995,16.22222222222222
1301578,South/Central America & Carribean,Brazil,Sao Paulo,9,30,1995,18.5
1301579,South/Central America & Carribean,Brazil,Sao Paulo,10,1,1995,19.72222222222222
1301580,South/Central America & Carribean,Brazil,Sao Paulo,10,2,1995,20.222222222222225
1301581,South/Central America & Carribean,Brazil,Sao Paulo,10,3,1995,18.000000000000004
1301582,South/Central America & Carribean,Brazil,Sao Paulo,10,4,1995,17.666666666666668
1301583,South/Central America & Carribean,Brazil,Sao Paulo,10,5,1995,17.166666666666668
1301584,South/Central America & Carribean,Brazil,Sao Paulo,10,6,1995,17.22222222222222
1301585,South/Central America & Carribean,Brazil,Sao Paulo,10,7,1995,18.72222222222222
1301586,South/Central America & Carribean,Brazil,Sao Paulo,10,8,1995,20.555555555555557
1301587,South/Central America & Carribean,Brazil,Sao Paulo,10,9,1995,18.055555555555557
1301588,South/Central America & Carribean,Brazil,Sao Paulo,10,10,1995,17.944444444444443
1301589,South/Central America & Carribean,Brazil,Sao Paulo,10,11,1995,16.0
1301590,South/Central America & Carribean,Brazil,Sao Paulo,10,12,1995,17.27777777777778
1301591,South/Central America & Carribean,Brazil,Sao Paulo,10,13,1995,19.27777777777778
1301592,South/Central America & Carribean,Brazil,Sao Paulo,10,14,1995,19.66666666666667
1301593,South/Central America & Carribean,Brazil,Sao Paulo,10,15,1995,18.444444444444443
1301594,South/Central America & Carribean,Brazil,Sao Paulo,10,16,1995,18.444444444444443
1301595,South/Central America & Carribean,Brazil,Sao Paulo,10,17,1995,16.555555555555557
1301596,South/Central America & Carribean,Brazil,Sao Paulo,10,18,1995,16.77777777777778
1301597,South/Central America & Carribean,Brazil,Sao Paulo,10,19,1995,16.944444444444443
1301598,South/Central America & Carribean,Brazil,Sao Paulo,10,20,1995,17.055555555555557
1301599,South/Central America & Carribean,Brazil,Sao Paulo,10,21,1995,16.5
1301600,South/Central America & Carribean,Brazil,Sao Paulo,10,22,1995,15.277777777777779
1301601,South/Central America & Carribean,Brazil,Sao Paulo,10,23,1995,15.88888888888889
1301602,South/Central America & Carribean,Brazil,Sao Paulo,10,24,1995,17.444444444444443
1301603,South/Central America & Carribean,Brazil,Sao Paulo,10,25,1995,21.722222222222218
1301604,South/Central America & Carribean,Brazil,Sao Paulo,10,26,1995,25.166666666666668
1301605,South/Central America & Carribean,Brazil,Sao Paulo,10,27,1995,26.38888888888889
1301606,South/Central America & Carribean,Brazil,Sao Paulo,10,28,1995,19.166666666666668
1301607,South/Central America & Carribean,Brazil,Sao Paulo,10,29,1995,14.5
1301608,South/Central America & Carribean,Brazil,Sao Paulo,10,30,1995,12.666666666666664
1301609,South/Central America & Carribean,Brazil,Sao Paulo,10,31,1995,14.055555555555554
1301610,South/Central America & Carribean,Brazil,Sao Paulo,11,1,1995,15.555555555555555
1301611,South/Central America & Carribean,Brazil,Sao Paulo,11,2,1995,16.77777777777778
1301612,South/Central America & Carribean,Brazil,Sao Paulo,11,3,1995,18.72222222222222
1301613,South/Central America & Carribean,Brazil,Sao Paulo,11,4,1995,19.0
1301614,South/Central America & Carribean,Brazil,Sao Paulo,11,5,1995,20.72222222222222
1301615,South/Central America & Carribean,Brazil,Sao Paulo,11,6,1995,22.5
1301616,South/Central America & Carribean,Brazil,Sao Paulo,11,7,1995,24.555555555555557
1301617,South/Central America & Carribean,Brazil,Sao Paulo,11,8,1995,25.38888888888889
1301618,South/Central America & Carribean,Brazil,Sao Paulo,11,9,1995,26.833333333333332
1301619,South/Central America & Carribean,Brazil,Sao Paulo,11,10,1995,26.944444444444443
1301620,South/Central America & Carribean,Brazil,Sao Paulo,11,11,1995,20.38888888888889
1301621,South/Central America & Carribean,Brazil,Sao Paulo,11,12,1995,17.944444444444443
1301622,South/Central America & Carribean,Brazil,Sao Paulo,11,13,1995,17.11111111111111
1301623,South/Central America & Carribean,Brazil,Sao Paulo,11,14,1995,20.33333333333333
1301624,South/Central America & Carribean,Brazil,Sao Paulo,11,15,1995,21.166666666666664
1301625,South/Central America & Carribean,Brazil,Sao Paulo,11,16,1995,20.11111111111111
1301626,South/Central America & Carribean,Brazil,Sao Paulo,11,17,1995,23.111111111111107
1301627,South/Central America & Carribean,Brazil,Sao Paulo,11,18,1995,19.61111111111111
1301628,South/Central America & Carribean,Brazil,Sao Paulo,11,19,1995,16.944444444444443
1301629,South/Central America & Carribean,Brazil,Sao Paulo,11,20,1995,16.666666666666668
1301630,South/Central America & Carribean,Brazil,Sao Paulo,11,21,1995,17.38888888888889
1301631,South/Central America & Carribean,Brazil,Sao Paulo,11,22,1995,17.61111111111111
1301632,South/Central America & Carribean,Brazil,Sao Paulo,11,23,1995,18.88888888888889
